action_id,action_type,target,timestamp
122,ADD_PLAYER,Moore,2024-01-01 00:40:40
123,REMOVE_PLAYER,Wilson,2024-01-01 00:41:00
124,REMOVE_TRANSACTION,Jackson,2024-01-01 00:41:20
125,REMOVE_PLAYER,Moore,2024-01-01 00:41:40
126,REMOVE_TRANSACTION,Garcia,2024-01-01 00:42:00
127,UPDATE_STATS,Brown,2024-01-01 00:42:20
128,REMOVE_TRANSACTION,Wilson,2024-01-01 00:42:40
129,ADD_PLAYER,Jones,2024-01-01 00:43:00
130,REMOVE_TRANSACTION,Miller,2024-01-01 00:43:20
131,REMOVE_TRANSACTION,Brown,2024-01-01 00:43:40
132,ADD_TRANSACTION,Wilson,2024-01-01 00:44:00
133,REMOVE_TRANSACTION,Taylor,2024-01-01 00:44:20
134,ADD_PLAYER,Davis,2024-01-01 00:44:40
135,ADD_PLAYER,Davis,2024-01-01 00:45:00
136,ADD_TRANSACTION,Smith,2024-01-01 00:45:20
137,UPDATE_STATS,Brown,2024-01-01 00:45:40
138,ADD_PLAYER,Jackson,2024-01-01 00:46:00
139,UPDATE_STATS,Garcia,2024-01-01 00:46:20
140,REMOVE_PLAYER,Miller,2024-01-01 00:46:40
141,UPDATE_STATS,Miller,2024-01-01 00:47:00
142,UPDATE_STATS,Taylor,2024-01-01 00:47:20
143,ADD_TRANSACTION,Wilson,2024-01-01 00:47:40
144,ADD_PLAYER,Taylor,2024-01-01 00:48:00
145,ADD_PLAYER,Jones,2024-01-01 00:48:20
146,ADD_PLAYER,Johnson,2024-01-01 00:48:40
147,UPDATE_STATS,Jones,2024-01-01 00:49:00
148,ADD_TRANSACTION,Jones,2024-01-01 00:49:20
149,REMOVE_TRANSACTION,Miller,2024-01-01 00:49:40
150,UPDATE_STATS,Davis,2024-01-01 00:50:00
151,REMOVE_TRANSACTION,Miller,2024-01-01 00:50:20
152,UPDATE_STATS,Jones,2024-01-01 00:50:40
153,REMOVE_PLAYER,Wilson,2024-01-01 00:51:00
154,ADD_PLAYER,Miller,2024-01-01 00:51:20
155,UPDATE_STATS,Garcia,2024-01-01 00:51:40
156,ADD_TRANSACTION,Garcia,2024-01-01 00:52:00
157,UPDATE_STATS,Miller,2024-01-01 00:52:20
158,UPDATE_STATS,Wilson,2024-01-01 00:52:40
159,UPDATE_STATS,Jackson,2024-01-01 00:53:00
160,REMOVE_TRANSACTION,Williams,2024-01-01 00:53:20
161,UPDATE_STATS,Williams,2024-01-01 00:53:40
162,ADD_PLAYER,Brown,2024-01-01 00:54:00
163,ADD_TRANSACTION,Miller,2024-01-01 00:54:20
164,ADD_PLAYER,Brown,2024-01-01 00:54:40
165,REMOVE_TRANSACTION,Smith,2024-01-01 00:55:00
166,UPDATE_STATS,Garcia,2024-01-01 00:55:20
167,ADD_PLAYER,Smith,2024-01-01 00:55:40
168,REMOVE_PLAYER,Williams,2024-01-01 00:56:00
169,REMOVE_PLAYER,Taylor,2024-01-01 00:56:20
170,UPDATE_STATS,Johnson,2024-01-01 00:56:40
171,ADD_PLAYER,Brown,2024-01-01 00:57:00
172,UPDATE_STATS,Jones,2024-01-01 00:57:20
173,REMOVE_TRANSACTION,Williams,2024-01-01 00:57:40
174,REMOVE_TRANSACTION,Taylor,2024-01-01 00:58:00
175,ADD_PLAYER,Miller,2024-01-01 00:58:20
176,REMOVE_TRANSACTION,Brown,2024-01-01 00:58:40
177,ADD_PLAYER,Wilson,2024-01-01 00:59:00
178,ADD_TRANSACTION,Garcia,2024-01-01 00:59:20
179,ADD_PLAYER,Wilson,2024-01-01 00:59:40
180,ADD_TRANSACTION,Johnson,2024-01-01 01:00:00
181,REMOVE_TRANSACTION,Williams,2024-01-01 01:00:20
182,UPDATE_STATS,Brown,2024-01-01 01:00:40
183,REMOVE_TRANSACTION,Jackson,2024-01-01 01:01:00
184,REMOVE_TRANSACTION,Wilson,2024-01-01 01:01:20
185,REMOVE_PLAYER,Jackson,2024-01-01 01:01:40
186,UPDATE_STATS,Moore,2024-01-01 01:02:00
187,REMOVE_PLAYER,Johnson,2024-01-01 01:02:20
188,REMOVE_PLAYER,Davis,2024-01-01 01:02:40
189,UPDATE_STATS,Taylor,2024-01-01 01:03:00
190,ADD_PLAYER,Johnson,2024-01-01 01:03:20
191,REMOVE_TRANSACTION,Garcia,2024-01-01 01:03:40
192,ADD_TRANSACTION,Jackson,2024-01-01 01:04:00
193,UPDATE_STATS,Jones,2024-01-01 01:04:20
194,UPDATE_STATS,Williams,2024-01-01 01:04:40
195,REMOVE_TRANSACTION,Moore,2024-01-01 01:05:00
196,ADD_PLAYER,Taylor,2024-01-01 01:05:20
197,REMOVE_TRANSACTION,Moore,2024-01-01 01:05:40
198,REMOVE_TRANSACTION,Smith,2024-01-01 01:06:00
199,REMOVE_PLAYER,Smith,2024-01-01 01:06:20
200,ADD_TRANSACTION,Brown,2024-01-01 01:06:40
201,ADD_PLAYER,Moore,2024-01-01 01:07:00
202,UPDATE_STATS,Davis,2024-01-01 01:07:20
203,REMOVE_PLAYER,Smith,2024-01-01 01:07:40
204,ADD_PLAYER,Jackson,2024-01-01 01:08:00
205,UPDATE_STATS,Williams,2024-01-01 01:08:20
206,ADD_PLAYER,Brown,2024-01-01 01:08:40
207,REMOVE_PLAYER,Jones,2024-01-01 01:09:00
208,UPDATE_STATS,Taylor,2024-01-01 01:09:20
209,REMOVE_TRANSACTION,Wilson,2024-01-01 01:09:40
210,REMOVE_PLAYER,Johnson,2024-01-01 01:10:00
211,ADD_PLAYER,Taylor,2024-01-01 01:10:20
212,ADD_PLAYER,Moore,2024-01-01 01:10:40
213,ADD_PLAYER,Brown,2024-01-01 01:11:00
214,REMOVE_PLAYER,Smith,2024-01-01 01:11:20
215,ADD_TRANSACTION,Jackson,2024-01-01 01:11:40
216,ADD_PLAYER,Jackson,2024-01-01 01:12:00
217,ADD_PLAYER,Taylor,2024-01-01 01:12:20
218,REMOVE_TRANSACTION,Johnson,2024-01-01 01:12:40
219,ADD_PLAYER,Garcia,2024-01-01 01:13:00
220,ADD_TRANSACTION,Brown,2024-01-01 01:13:20
221,UPDATE_STATS,Jones,2024-01-01 01:13:40
222,UPDATE_STATS,Smith,2024-01-01 01:14:00
223,UPDATE_STATS,Williams,2024-01-01 01:14:20
224,REMOVE_PLAYER,Wilson,2024-01-01 01:14:40
225,REMOVE_TRANSACTION,Garcia,2024-01-01 01:15:00
226,REMOVE_PLAYER,Wilson,2024-01-01 01:15:20
227,ADD_TRANSACTION,Garcia,2024-01-01 01:15:40
228,REMOVE_TRANSACTION,Moore,2024-01-01 01:16:00
229,ADD_TRANSACTION,Wilson,2024-01-01 01:16:20
230,ADD_TRANSACTION,Smith,2024-01-01 01:16:40
231,UPDATE_STATS,Jackson,2024-01-01 01:17:00
232,UPDATE_STATS,Moore,2024-01-01 01:17:20
233,REMOVE_TRANSACTION,Moore,2024-01-01 01:17:40
234,REMOVE_TRANSACTION,Brown,2024-01-01 01:18:00
235,REMOVE_TRANSACTION,Brown,2024-01-01 01:18:20
236,REMOVE_TRANSACTION,Taylor,2024-01-01 01:18:40
237,UPDATE_STATS,Miller,2024-01-01 01:19:00
238,ADD_PLAYER,Garcia,2024-01-01 01:19:20
239,REMOVE_TRANSACTION,Brown,2024-01-01 01:19:40
240,ADD_TRANSACTION,Jackson,2024-01-01 01:20:00
241,UPDATE_STATS,Miller,2024-01-01 01:20:20
242,ADD_PLAYER,Jones,2024-01-01 01:20:40
243,REMOVE_PLAYER,Jones,2024-01-01 01:21:00
244,ADD_PLAYER,Jackson,2024-01-01 01:21:20
245,UPDATE_STATS,Garcia,2024-01-01 01:21:40
246,REMOVE_TRANSACTION,Jones,2024-01-01 01:22:00
247,ADD_TRANSACTION,Jones,2024-01-01 01:22:20
248,ADD_PLAYER,Williams,2024-01-01 01:22:40
249,ADD_PLAYER,Smith,2024-01-01 01:23:00
250,REMOVE_TRANSACTION,Wilson,2024-01-01 01:23:20
251,REMOVE_PLAYER,Brown,2024-01-01 01:23:40
252,REMOVE_TRANSACTION,Jackson,2024-01-01 01:24:00
253,UPDATE_STATS,Davis,2024-01-01 01:24:20
254,REMOVE_PLAYER,Jackson,2024-01-01 01:24:40
255,ADD_TRANSACTION,Johnson,2024-01-01 01:25:00
256,ADD_TRANSACTION,Moore,2024-01-01 01:25:20
257,REMOVE_PLAYER,Moore,2024-01-01 01:25:40
258,ADD_TRANSACTION,Wilson,2024-01-01 01:26:00
259,REMOVE_PLAYER,Taylor,2024-01-01 01:26:20
260,ADD_PLAYER,Jackson,2024-01-01 01:26:40
261,REMOVE_TRANSACTION,Johnson,2024-01-01 01:27:00
262,REMOVE_TRANSACTION,Johnson,2024-01-01 01:27:20
263,REMOVE_PLAYER,Smith,2024-01-01 01:27:40
264,UPDATE_STATS,Williams,2024-01-01 01:28:00
265,ADD_TRANSACTION,Wilson,2024-01-01 01:28:20
266,ADD_PLAYER,Brown,2024-01-01 01:28:40
267,ADD_TRANSACTION,Williams,2024-01-01 01:29:00
268,ADD_TRANSACTION,Garcia,2024-01-01 01:29:20
269,REMOVE_TRANSACTION,Jones,2024-01-01 01:29:40
270,UPDATE_STATS,Jackson,2024-01-01 01:30:00
271,REMOVE_TRANSACTION,Smith,2024-01-01 01:30:20
272,UPDATE_STATS,Smith,2024-01-01 01:30:40
273,REMOVE_TRANSACTION,Moore,2024-01-01 01:31:00
274,UPDATE_STATS,Smith,2024-01-01 01:31:20
275,ADD_PLAYER,Johnson,2024-01-01 01:31:40
276,ADD_PLAYER,Wilson,2024-01-01 01:32:00
277,UPDATE_STATS,Jones,2024-01-01 01:32:20
278,ADD_TRANSACTION,Smith,2024-01-01 01:32:40
279,REMOVE_TRANSACTION,Williams,2024-01-01 01:33:00
280,REMOVE_PLAYER,Davis,2024-01-01 01:33:20
281,REMOVE_PLAYER,Williams,2024-01-01 01:33:40
282,ADD_PLAYER,Brown,2024-01-01 01:34:00
283,ADD_PLAYER,Jones,2024-01-01 01:34:20
284,ADD_TRANSACTION,Miller,2024-01-01 01:34:40
285,UPDATE_STATS,Jackson,2024-01-01 01:35:00
286,ADD_PLAYER,Jackson,2024-01-01 01:35:20
287,UPDATE_STATS,Taylor,2024-01-01 01:35:40
288,REMOVE_PLAYER,Johnson,2024-01-01 01:36:00
289,REMOVE_PLAYER,Jones,2024-01-01 01:36:20
290,REMOVE_TRANSACTION,Taylor,2024-01-01 01:36:40
291,REMOVE_PLAYER,Brown,2024-01-01 01:37:00
292,REMOVE_PLAYER,Wilson,2024-01-01 01:37:20
293,REMOVE_TRANSACTION,Jackson,2024-01-01 01:37:40
294,ADD_TRANSACTION,Williams,2024-01-01 01:38:00
295,ADD_PLAYER,Miller,2024-01-01 01:38:20
296,REMOVE_PLAYER,Davis,2024-01-01 01:38:40
297,ADD_PLAYER,Williams,2024-01-01 01:39:00
298,ADD_PLAYER,Garcia,2024-01-01 01:39:20
299,REMOVE_PLAYER,Brown,2024-01-01 01:39:40
300,REMOVE_TRANSACTION,Brown,2024-01-01 01:40:00
301,UPDATE_STATS,Garcia,2024-01-01 01:40:20
302,ADD_TRANSACTION,Garcia,2024-01-01 01:40:40
303,ADD_PLAYER,Davis,2024-01-01 01:41:00
304,ADD_TRANSACTION,Johnson,2024-01-01 01:41:20
305,ADD_PLAYER,Wilson,2024-01-01 01:41:40
306,REMOVE_PLAYER,Jones,2024-01-01 01:42:00
307,UPDATE_STATS,Garcia,2024-01-01 01:42:20
308,UPDATE_STATS,Brown,2024-01-01 01:42:40
309,UPDATE_STATS,Miller,2024-01-01 01:43:00
310,ADD_TRANSACTION,Brown,2024-01-01 01:43:20
311,UPDATE_STATS,Smith,2024-01-01 01:43:40
312,ADD_TRANSACTION,Wilson,2024-01-01 01:44:00
313,UPDATE_STATS,Garcia,2024-01-01 01:44:20
314,REMOVE_PLAYER,Jackson,2024-01-01 01:44:40
315,ADD_PLAYER,Garcia,2024-01-01 01:45:00
316,ADD_PLAYER,Taylor,2024-01-01 01:45:20
317,ADD_PLAYER,Davis,2024-01-01 01:45:40
318,ADD_TRANSACTION,Williams,2024-01-01 01:46:00
319,ADD_TRANSACTION,Jones,2024-01-01 01:46:20
320,REMOVE_PLAYER,Williams,2024-01-01 01:46:40
321,UPDATE_STATS,Brown,2024-01-01 01:47:00
322,UPDATE_STATS,Davis,2024-01-01 01:47:20
323,ADD_PLAYER,Moore,2024-01-01 01:47:40
324,UPDATE_STATS,Taylor,2024-01-01 01:48:00
325,REMOVE_TRANSACTION,Jones,2024-01-01 01:48:20
326,ADD_TRANSACTION,Smith,2024-01-01 01:48:40
327,UPDATE_STATS,Jackson,2024-01-01 01:49:00
328,REMOVE_PLAYER,Wilson,2024-01-01 01:49:20
329,UPDATE_STATS,Jackson,2024-01-01 01:49:40
330,UPDATE_STATS,Jones,2024-01-01 01:50:00
331,ADD_PLAYER,Johnson,2024-01-01 01:50:20
332,ADD_TRANSACTION,Johnson,2024-01-01 01:50:40
333,REMOVE_PLAYER,Williams,2024-01-01 01:51:00
334,ADD_PLAYER,Jackson,2024-01-01 01:51:20
335,REMOVE_TRANSACTION,Taylor,2024-01-01 01:51:40
336,ADD_PLAYER,Brown,2024-01-01 01:52:00
337,ADD_TRANSACTION,Johnson,2024-01-01 01:52:20
338,ADD_PLAYER,Smith,2024-01-01 01:52:40
339,ADD_PLAYER,Wilson,2024-01-01 01:53:00
340,ADD_TRANSACTION,Smith,2024-01-01 01:53:20
341,UPDATE_STATS,Jackson,2024-01-01 01:53:40
342,ADD_TRANSACTION,Smith,2024-01-01 01:54:00
343,ADD_PLAYER,Davis,2024-01-01 01:54:20
344,REMOVE_TRANSACTION,Moore,2024-01-01 01:54:40
345,REMOVE_PLAYER,Brown,2024-01-01 01:55:00
346,REMOVE_TRANSACTION,Moore,2024-01-01 01:55:20
347,UPDATE_STATS,Davis,2024-01-01 01:55:40
348,ADD_PLAYER,Moore,2024-01-01 01:56:00
349,ADD_TRANSACTION,Jackson,2024-01-01 01:56:20
350,REMOVE_TRANSACTION,Jackson,2024-01-01 01:56:40
351,ADD_PLAYER,Brown,2024-01-01 01:57:00
352,REMOVE_TRANSACTION,Wilson,2024-01-01 01:57:20
353,REMOVE_TRANSACTION,Miller,2024-01-01 01:57:40
354,UPDATE_STATS,Wilson,2024-01-01 01:58:00
355,UPDATE_STATS,Davis,2024-01-01 01:58:20
356,ADD_TRANSACTION,Jackson,2024-01-01 01:58:40
357,ADD_PLAYER,Williams,2024-01-01 01:59:00
358,ADD_TRANSACTION,Williams,2024-01-01 01:59:20
359,ADD_PLAYER,Jackson,2024-01-01 01:59:40
360,REMOVE_PLAYER,Garcia,2024-01-01 02:00:00
361,ADD_PLAYER,Taylor,2024-01-01 02:00:20
362,ADD_TRANSACTION,Wilson,2024-01-01 02:00:40
363,ADD_TRANSACTION,Wilson,2024-01-01 02:01:00
364,REMOVE_PLAYER,Miller,2024-01-01 02:01:20
365,ADD_TRANSACTION,Miller,2024-01-01 02:01:40
366,REMOVE_PLAYER,Davis,2024-01-01 02:02:00
367,ADD_TRANSACTION,Jones,2024-01-01 02:02:20
368,ADD_PLAYER,Jackson,2024-01-01 02:02:40
369,ADD_PLAYER,Johnson,2024-01-01 02:03:00
370,REMOVE_PLAYER,Garcia,2024-01-01 02:03:20
371,REMOVE_TRANSACTION,Jackson,2024-01-01 02:03:40
372,ADD_PLAYER,Brown,2024-01-01 02:04:00
373,ADD_PLAYER,Johnson,2024-01-01 02:04:20
374,UPDATE_STATS,Taylor,2024-01-01 02:04:40
375,ADD_PLAYER,Jackson,2024-01-01 02:05:00
376,REMOVE_TRANSACTION,Johnson,2024-01-01 02:05:20
377,ADD_PLAYER,Jones,2024-01-01 02:05:40
378,REMOVE_TRANSACTION,Smith,2024-01-01 02:06:00
379,ADD_PLAYER,Jones,2024-01-01 02:06:20
380,ADD_PLAYER,Garcia,2024-01-01 02:06:40
381,REMOVE_PLAYER,Davis,2024-01-01 02:07:00
382,ADD_PLAYER,Williams,2024-01-01 02:07:20
383,ADD_PLAYER,Smith,2024-01-01 02:07:40
384,ADD_PLAYER,Brown,2024-01-01 02:08:00
385,REMOVE_PLAYER,Miller,2024-01-01 02:08:20
386,REMOVE_TRANSACTION,Garcia,2024-01-01 02:08:40
387,REMOVE_TRANSACTION,Jones,2024-01-01 02:09:00
388,UPDATE_STATS,Jackson,2024-01-01 02:09:20
389,REMOVE_PLAYER,Wilson,2024-01-01 02:09:40
390,REMOVE_TRANSACTION,Williams,2024-01-01 02:10:00
391,UPDATE_STATS,Williams,2024-01-01 02:10:20
392,REMOVE_PLAYER,Davis,2024-01-01 02:10:40
393,REMOVE_TRANSACTION,Williams,2024-01-01 02:11:00
394,ADD_PLAYER,Garcia,2024-01-01 02:11:20
395,ADD_TRANSACTION,Wilson,2024-01-01 02:11:40
396,ADD_TRANSACTION,Davis,2024-01-01 02:12:00
397,REMOVE_PLAYER,Jackson,2024-01-01 02:12:20
398,REMOVE_TRANSACTION,Taylor,2024-01-01 02:12:40
399,REMOVE_TRANSACTION,Garcia,2024-01-01 02:13:00
400,ADD_PLAYER,Williams,2024-01-01 02:13:20
401,REMOVE_PLAYER,Wilson,2024-01-01 02:13:40
402,ADD_TRANSACTION,Jones,2024-01-01 02:14:00
403,ADD_TRANSACTION,Miller,2024-01-01 02:14:20
404,UPDATE_STATS,Williams,2024-01-01 02:14:40
405,ADD_TRANSACTION,Taylor,2024-01-01 02:15:00
406,REMOVE_PLAYER,Miller,2024-01-01 02:15:20
407,REMOVE_PLAYER,Davis,2024-01-01 02:15:40
408,REMOVE_TRANSACTION,Jackson,2024-01-01 02:16:00
409,UPDATE_STATS,Smith,2024-01-01 02:16:20
410,REMOVE_TRANSACTION,Jones,2024-01-01 02:16:40
411,REMOVE_TRANSACTION,Smith,2024-01-01 02:17:00
412,REMOVE_PLAYER,Williams,2024-01-01 02:17:20
413,ADD_PLAYER,Williams,2024-01-01 02:17:40
414,ADD_TRANSACTION,Taylor,2024-01-01 02:18:00
415,REMOVE_PLAYER,Moore,2024-01-01 02:18:20
416,REMOVE_PLAYER,Taylor,2024-01-01 02:18:40
417,REMOVE_TRANSACTION,Garcia,2024-01-01 02:19:00
418,UPDATE_STATS,Johnson,2024-01-01 02:19:20
419,REMOVE_TRANSACTION,Smith,2024-01-01 02:19:40
420,ADD_PLAYER,Moore,2024-01-01 02:20:00
421,ADD_PLAYER,Moore,2024-01-01 02:20:20
422,REMOVE_PLAYER,Garcia,2024-01-01 02:20:40
423,REMOVE_TRANSACTION,Garcia,2024-01-01 02:21:00
424,REMOVE_PLAYER,Johnson,2024-01-01 02:21:20
425,REMOVE_TRANSACTION,Brown,2024-01-01 02:21:40
426,ADD_TRANSACTION,Wilson,2024-01-01 02:22:00
427,ADD_TRANSACTION,Jackson,2024-01-01 02:22:20
428,REMOVE_TRANSACTION,Moore,2024-01-01 02:22:40
429,UPDATE_STATS,Miller,2024-01-01 02:23:00
430,REMOVE_PLAYER,Jones,2024-01-01 02:23:20
431,REMOVE_TRANSACTION,Smith,2024-01-01 02:23:40
432,REMOVE_TRANSACTION,Johnson,2024-01-01 02:24:00
433,REMOVE_PLAYER,Jones,2024-01-01 02:24:20
434,ADD_PLAYER,Smith,2024-01-01 02:24:40
435,UPDATE_STATS,Johnson,2024-01-01 02:25:00
436,ADD_PLAYER,Johnson,2024-01-01 02:25:20
437,REMOVE_TRANSACTION,Williams,2024-01-01 02:25:40
438,REMOVE_TRANSACTION,Jones,2024-01-01 02:26:00
439,REMOVE_PLAYER,Williams,2024-01-01 02:26:20
440,REMOVE_PLAYER,Jones,2024-01-01 02:26:40
441,ADD_TRANSACTION,Davis,2024-01-01 02:27:00
442,REMOVE_TRANSACTION,Smith,2024-01-01 02:27:20
443,ADD_TRANSACTION,Jackson,2024-01-01 02:27:40
444,ADD_PLAYER,Moore,2024-01-01 02:28:00
445,UPDATE_STATS,Taylor,2024-01-01 02:28:20
446,ADD_PLAYER,Johnson,2024-01-01 02:28:40
447,REMOVE_PLAYER,Brown,2024-01-01 02:29:00
448,REMOVE_TRANSACTION,Johnson,2024-01-01 02:29:20
449,UPDATE_STATS,Taylor,2024-01-01 02:29:40
450,ADD_PLAYER,Jones,2024-01-01 02:30:00
