action_id,action_type,target,timestamp
51,ADD_PLAYER,Wilson,2024-01-01 00:17:00
52,ADD_PLAYER,Davis,2024-01-01 00:17:20
53,ADD_TRANSACTION,Johnson,2024-01-01 00:17:40
54,ADD_PLAYER,Jones,2024-01-01 00:18:00
55,UPDATE_STATS,Johnson,2024-01-01 00:18:20
56,UPDATE_STATS,Johnson,2024-01-01 00:18:40
57,REMOVE_TRANSACTION,Garcia,2024-01-01 00:19:00
58,REMOVE_PLAYER,Williams,2024-01-01 00:19:20
59,REMOVE_TRANSACTION,Moore,2024-01-01 00:19:40
60,ADD_TRANSACTION,Moore,2024-01-01 00:20:00
61,UPDATE_STATS,Smith,2024-01-01 00:20:20
62,ADD_PLAYER,Smith,2024-01-01 00:20:40
63,UPDATE_STATS,Jones,2024-01-01 00:21:00
64,REMOVE_PLAYER,Miller,2024-01-01 00:21:20
65,ADD_PLAYER,Jackson,2024-01-01 00:21:40
66,REMOVE_PLAYER,Moore,2024-01-01 00:22:00
67,UPDATE_STATS,Jackson,2024-01-01 00:22:20
68,ADD_TRANSACTION,Brown,2024-01-01 00:22:40
69,UPDATE_STATS,Davis,2024-01-01 00:23:00
70,UPDATE_STATS,Smith,2024-01-01 00:23:20
71,ADD_TRANSACTION,Miller,2024-01-01 00:23:40
72,UPDATE_STATS,Wilson,2024-01-01 00:24:00
73,ADD_TRANSACTION,Williams,2024-01-01 00:24:20
74,REMOVE_PLAYER,Moore,2024-01-01 00:24:40
75,ADD_TRANSACTION,Jones,2024-01-01 00:25:00
76,ADD_PLAYER,Smith,2024-01-01 00:25:20
77,REMOVE_PLAYER,Brown,2024-01-01 00:25:40
78,UPDATE_STATS,Johnson,2024-01-01 00:26:00
79,UPDATE_STATS,Garcia,2024-01-01 00:26:20
80,REMOVE_PLAYER,Williams,2024-01-01 00:26:40
81,ADD_TRANSACTION,Moore,2024-01-01 00:27:00
82,REMOVE_PLAYER,Miller,2024-01-01 00:27:20
83,ADD_PLAYER,Garcia,2024-01-01 00:27:40
84,REMOVE_PLAYER,Jackson,2024-01-01 00:28:00
85,ADD_PLAYER,Jones,2024-01-01 00:28:20
86,REMOVE_PLAYER,Jones,2024-01-01 00:28:40
87,ADD_TRANSACTION,Davis,2024-01-01 00:29:00
88,REMOVE_TRANSACTION,Smith,2024-01-01 00:29:20
89,ADD_TRANSACTION,Johnson,2024-01-01 00:29:40
90,UPDATE_STATS,Jones,2024-01-01 00:30:00
91,ADD_TRANSACTION,Smith,2024-01-01 00:30:20
92,REMOVE_PLAYER,Brown,2024-01-01 00:30:40
93,REMOVE_TRANSACTION,Wilson,2024-01-01 00:31:00
94,REMOVE_TRANSACTION,Williams,2024-01-01 00:31:20
95,UPDATE_STATS,Williams,2024-01-01 00:31:40
96,ADD_TRANSACTION,Wilson,2024-01-01 00:32:00
97,REMOVE_PLAYER,Garcia,2024-01-01 00:32:20
98,ADD_PLAYER,Jackson,2024-01-01 00:32:40
99,ADD_PLAYER,Brown,2024-01-01 00:33:00
100,ADD_PLAYER,Garcia,2024-01-01 00:33:20
101,ADD_PLAYER,Johnson,2024-01-01 00:33:40
102,REMOVE_PLAYER,Moore,2024-01-01 00:34:00
103,REMOVE_TRANSACTION,Johnson,2024-01-01 00:34:20
104,REMOVE_PLAYER,Williams,2024-01-01 00:34:40
105,ADD_PLAYER,Williams,2024-01-01 00:35:00
106,REMOVE_PLAYER,Brown,2024-01-01 00:35:20
107,ADD_TRANSACTION,Miller,2024-01-01 00:35:40
108,REMOVE_TRANSACTION,Garcia,2024-01-01 00:36:00
109,REMOVE_PLAYER,Jones,2024-01-01 00:36:20
110,ADD_TRANSACTION,Johnson,2024-01-01 00:36:40
111,REMOVE_TRANSACTION,Smith,2024-01-01 00:37:00
112,ADD_TRANSACTION,Miller,2024-01-01 00:37:20
113,REMOVE_TRANSACTION,Williams,2024-01-01 00:37:40
114,ADD_PLAYER,Jackson,2024-01-01 00:38:00
115,ADD_PLAYER,Moore,2024-01-01 00:38:20
116,ADD_PLAYER,Wilson,2024-01-01 00:38:40
117,UPDATE_STATS,Jones,2024-01-01 00:39:00
118,REMOVE_TRANSACTION,Williams,2024-01-01 00:39:20
119,ADD_PLAYER,Garcia,2024-01-01 00:39:40
120,ADD_TRANSACTION,Smith,2024-01-01 00:40:00
121,ADD_TRANSACTION,Garcia,2024-01-01 00:40:20
122,REMOVE_TRANSACTION,Williams,2024-01-01 00:40:40
123,ADD_TRANSACTION,Smith,2024-01-01 00:41:00
124,ADD_PLAYER,Jackson,2024-01-01 00:41:20
125,ADD_TRANSACTION,Taylor,2024-01-01 00:41:40
126,ADD_PLAYER,Miller,2024-01-01 00:42:00
127,REMOVE_TRANSACTION,Taylor,2024-01-01 00:42:20
128,ADD_PLAYER,Jackson,2024-01-01 00:42:40
129,REMOVE_PLAYER,Davis,2024-01-01 00:43:00
130,REMOVE_TRANSACTION,Garcia,2024-01-01 00:43:20
131,REMOVE_PLAYER,Miller,2024-01-01 00:43:40
132,REMOVE_PLAYER,Johnson,2024-01-01 00:44:00
133,UPDATE_STATS,Williams,2024-01-01 00:44:20
134,REMOVE_PLAYER,Jones,2024-01-01 00:44:40
135,ADD_TRANSACTION,Brown,2024-01-01 00:45:00
136,REMOVE_TRANSACTION,Williams,2024-01-01 00:45:20
137,UPDATE_STATS,Wilson,2024-01-01 00:45:40
138,REMOVE_PLAYER,Johnson,2024-01-01 00:46:00
139,ADD_PLAYER,Smith,2024-01-01 00:46:20
140,ADD_PLAYER,Moore,2024-01-01 00:46:40
141,UPDATE_STATS,Johnson,2024-01-01 00:47:00
142,UPDATE_STATS,Brown,2024-01-01 00:47:20
143,ADD_TRANSACTION,Jones,2024-01-01 00:47:40
144,UPDATE_STATS,Brown,2024-01-01 00:48:00
145,REMOVE_TRANSACTION,Wilson,2024-01-01 00:48:20
146,REMOVE_PLAYER,Jackson,2024-01-01 00:48:40
147,REMOVE_PLAYER,Williams,2024-01-01 00:49:00
148,REMOVE_PLAYER,Miller,2024-01-01 00:49:20
149,ADD_PLAYER,Moore,2024-01-01 00:49:40
150,ADD_PLAYER,Miller,2024-01-01 00:50:00
151,REMOVE_TRANSACTION,Moore,2024-01-01 00:50:20
152,ADD_PLAYER,Taylor,2024-01-01 00:50:40
153,REMOVE_TRANSACTION,Wilson,2024-01-01 00:51:00
154,UPDATE_STATS,Brown,2024-01-01 00:51:20
155,ADD_PLAYER,Davis,2024-01-01 00:51:40
156,ADD_TRANSACTION,Smith,2024-01-01 00:52:00
157,ADD_TRANSACTION,Wilson,2024-01-01 00:52:20
158,REMOVE_PLAYER,Davis,2024-01-01 00:52:40
159,ADD_TRANSACTION,Wilson,2024-01-01 00:53:00
160,REMOVE_TRANSACTION,Williams,2024-01-01 00:53:20
161,REMOVE_PLAYER,Davis,2024-01-01 00:53:40
162,UPDATE_STATS,Jackson,2024-01-01 00:54:00
163,REMOVE_TRANSACTION,Taylor,2024-01-01 00:54:20
164,ADD_TRANSACTION,Miller,2024-01-01 00:54:40
165,UPDATE_STATS,Miller,2024-01-01 00:55:00
166,UPDATE_STATS,Garcia,2024-01-01 00:55:20
167,UPDATE_STATS,Johnson,2024-01-01 00:55:40
168,ADD_PLAYER,Davis,2024-01-01 00:56:00
169,ADD_TRANSACTION,Johnson,2024-01-01 00:56:20
170,ADD_TRANSACTION,Johnson,2024-01-01 00:56:40
171,ADD_PLAYER,Smith,2024-01-01 00:57:00
172,ADD_TRANSACTION,Williams,2024-01-01 00:57:20
173,UPDATE_STATS,Brown,2024-01-01 00:57:40
174,UPDATE_STATS,Smith,2024-01-01 00:58:00
175,ADD_TRANSACTION,Miller,2024-01-01 00:58:20
176,REMOVE_PLAYER,Williams,2024-01-01 00:58:40
177,ADD_PLAYER,Garcia,2024-01-01 00:59:00
178,ADD_TRANSACTION,Jackson,2024-01-01 00:59:20
179,UPDATE_STATS,Jackson,2024-01-01 00:59:40
180,ADD_PLAYER,Jones,2024-01-01 01:00:00
181,ADD_PLAYER,Brown,2024-01-01 01:00:20
182,ADD_TRANSACTION,Brown,2024-01-01 01:00:40
183,ADD_PLAYER,Wilson,2024-01-01 01:01:00
184,ADD_TRANSACTION,Williams,2024-01-01 01:01:20
185,REMOVE_PLAYER,Jackson,2024-01-01 01:01:40
186,UPDATE_STATS,Moore,2024-01-01 01:02:00
187,REMOVE_PLAYER,Wilson,2024-01-01 01:02:20
188,REMOVE_TRANSACTION,Johnson,2024-01-01 01:02:40
189,ADD_PLAYER,Wilson,2024-01-01 01:03:00
190,ADD_TRANSACTION,Brown,2024-01-01 01:03:20
191,ADD_PLAYER,Jackson,2024-01-01 01:03:40
192,UPDATE_STATS,Davis,2024-01-01 01:04:00
193,REMOVE_PLAYER,Miller,2024-01-01 01:04:20
194,ADD_TRANSACTION,Wilson,2024-01-01 01:04:40
195,ADD_TRANSACTION,Miller,2024-01-01 01:05:00
196,REMOVE_PLAYER,Jones,2024-01-01 01:05:20
197,UPDATE_STATS,Miller,2024-01-01 01:05:40
198,REMOVE_PLAYER,Davis,2024-01-01 01:06:00
199,REMOVE_PLAYER,Brown,2024-01-01 01:06:20
200,ADD_PLAYER,Moore,2024-01-01 01:06:40
201,REMOVE_PLAYER,Davis,2024-01-01 01:07:00
202,ADD_TRANSACTION,Taylor,2024-01-01 01:07:20
203,ADD_PLAYER,Jones,2024-01-01 01:07:40
204,ADD_TRANSACTION,Johnson,2024-01-01 01:08:00
205,UPDATE_STATS,Taylor,2024-01-01 01:08:20
206,ADD_TRANSACTION,Jones,2024-01-01 01:08:40
207,UPDATE_STATS,Garcia,2024-01-01 01:09:00
208,ADD_TRANSACTION,Davis,2024-01-01 01:09:20
209,ADD_PLAYER,Miller,2024-01-01 01:09:40
210,ADD_TRANSACTION,Taylor,2024-01-01 01:10:00
211,UPDATE_STATS,Wilson,2024-01-01 01:10:20
212,REMOVE_PLAYER,Wilson,2024-01-01 01:10:40
213,UPDATE_STATS,Williams,2024-01-01 01:11:00
214,REMOVE_TRANSACTION,Jones,2024-01-01 01:11:20
215,REMOVE_TRANSACTION,Jones,2024-01-01 01:11:40
216,ADD_TRANSACTION,Brown,2024-01-01 01:12:00
217,UPDATE_STATS,Smith,2024-01-01 01:12:20
218,REMOVE_PLAYER,Jones,2024-01-01 01:12:40
219,UPDATE_STATS,Moore,2024-01-01 01:13:00
220,REMOVE_TRANSACTION,Brown,2024-01-01 01:13:20
221,REMOVE_TRANSACTION,Smith,2024-01-01 01:13:40
222,REMOVE_TRANSACTION,Moore,2024-01-01 01:14:00
223,ADD_PLAYER,Johnson,2024-01-01 01:14:20
224,REMOVE_TRANSACTION,Taylor,2024-01-01 01:14:40
225,UPDATE_STATS,Jones,2024-01-01 01:15:00
226,ADD_TRANSACTION,Jackson,2024-01-01 01:15:20
227,REMOVE_PLAYER,Davis,2024-01-01 01:15:40
228,REMOVE_TRANSACTION,Taylor,2024-01-01 01:16:00
229,ADD_TRANSACTION,Davis,2024-01-01 01:16:20
230,REMOVE_TRANSACTION,Williams,2024-01-01 01:16:40
231,ADD_PLAYER,Wilson,2024-01-01 01:17:00
232,UPDATE_STATS,Wilson,2024-01-01 01:17:20
233,UPDATE_STATS,Wilson,2024-01-01 01:17:40
234,REMOVE_PLAYER,Garcia,2024-01-01 01:18:00
235,ADD_TRANSACTION,Miller,2024-01-01 01:18:20
236,REMOVE_TRANSACTION,Miller,2024-01-01 01:18:40
237,ADD_PLAYER,Williams,2024-01-01 01:19:00
238,REMOVE_PLAYER,Jones,2024-01-01 01:19:20
239,REMOVE_TRANSACTION,Smith,2024-01-01 01:19:40
240,ADD_PLAYER,Taylor,2024-01-01 01:20:00
241,UPDATE_STATS,Davis,2024-01-01 01:20:20
242,REMOVE_PLAYER,Smith,2024-01-01 01:20:40
243,REMOVE_PLAYER,Johnson,2024-01-01 01:21:00
244,ADD_PLAYER,Smith,2024-01-01 01:21:20
245,UPDATE_STATS,Brown,2024-01-01 01:21:40
246,REMOVE_PLAYER,Garcia,2024-01-01 01:22:00
247,ADD_PLAYER,Garcia,2024-01-01 01:22:20
248,UPDATE_STATS,Davis,2024-01-01 01:22:40
249,REMOVE_PLAYER,Miller,2024-01-01 01:23:00
250,REMOVE_TRANSACTION,Johnson,2024-01-01 01:23:20
251,UPDATE_STATS,Jackson,2024-01-01 01:23:40
252,ADD_PLAYER,Davis,2024-01-01 01:24:00
253,ADD_TRANSACTION,Wilson,2024-01-01 01:24:20
254,REMOVE_PLAYER,Brown,2024-01-01 01:24:40
255,REMOVE_TRANSACTION,Garcia,2024-01-01 01:25:00
256,UPDATE_STATS,Jones,2024-01-01 01:25:20
257,REMOVE_TRANSACTION,Williams,2024-01-01 01:25:40
258,REMOVE_TRANSACTION,Smith,2024-01-01 01:26:00
259,ADD_PLAYER,Moore,2024-01-01 01:26:20
260,REMOVE_TRANSACTION,Johnson,2024-01-01 01:26:40
261,UPDATE_STATS,Williams,2024-01-01 01:27:00
262,REMOVE_PLAYER,Smith,2024-01-01 01:27:20
263,REMOVE_TRANSACTION,Miller,2024-01-01 01:27:40
264,UPDATE_STATS,Brown,2024-01-01 01:28:00
265,ADD_PLAYER,Johnson,2024-01-01 01:28:20
266,ADD_PLAYER,Jackson,2024-01-01 01:28:40
267,UPDATE_STATS,Moore,2024-01-01 01:29:00
268,ADD_PLAYER,Wilson,2024-01-01 01:29:20
269,UPDATE_STATS,Williams,2024-01-01 01:29:40
270,ADD_PLAYER,Jackson,2024-01-01 01:30:00
271,UPDATE_STATS,Davis,2024-01-01 01:30:20
272,ADD_PLAYER,Jackson,2024-01-01 01:30:40
273,REMOVE_TRANSACTION,Wilson,2024-01-01 01:31:00
274,REMOVE_TRANSACTION,Miller,2024-01-01 01:31:20
275,ADD_PLAYER,Moore,2024-01-01 01:31:40
276,UPDATE_STATS,Garcia,2024-01-01 01:32:00
277,REMOVE_TRANSACTION,Jackson,2024-01-01 01:32:20
278,REMOVE_PLAYER,Wilson,2024-01-01 01:32:40
279,REMOVE_PLAYER,Brown,2024-01-01 01:33:00
280,ADD_TRANSACTION,Wilson,2024-01-01 01:33:20
281,REMOVE_TRANSACTION,Garcia,2024-01-01 01:33:40
282,ADD_PLAYER,Jackson,2024-01-01 01:34:00
283,REMOVE_TRANSACTION,Garcia,2024-01-01 01:34:20
284,REMOVE_TRANSACTION,Jackson,2024-01-01 01:34:40
285,ADD_PLAYER,Wilson,2024-01-01 01:35:00
286,ADD_TRANSACTION,Taylor,2024-01-01 01:35:20
287,REMOVE_PLAYER,Garcia,2024-01-01 01:35:40
288,REMOVE_PLAYER,Jones,2024-01-01 01:36:00
289,UPDATE_STATS,Jackson,2024-01-01 01:36:20
290,ADD_TRANSACTION,Garcia,2024-01-01 01:36:40
291,UPDATE_STATS,Garcia,2024-01-01 01:37:00
292,ADD_TRANSACTION,Miller,2024-01-01 01:37:20
293,REMOVE_TRANSACTION,Brown,2024-01-01 01:37:40
294,ADD_TRANSACTION,Garcia,2024-01-01 01:38:00
295,REMOVE_TRANSACTION,Davis,2024-01-01 01:38:20
296,REMOVE_TRANSACTION,Jackson,2024-01-01 01:38:40
297,REMOVE_TRANSACTION,Miller,2024-01-01 01:39:00
298,REMOVE_TRANSACTION,Moore,2024-01-01 01:39:20
299,REMOVE_TRANSACTION,Brown,2024-01-01 01:39:40
300,REMOVE_TRANSACTION,Davis,2024-01-01 01:40:00
301,REMOVE_PLAYER,Garcia,2024-01-01 01:40:20
302,ADD_PLAYER,Moore,2024-01-01 01:40:40
303,REMOVE_PLAYER,Jackson,2024-01-01 01:41:00
304,UPDATE_STATS,Miller,2024-01-01 01:41:20
305,REMOVE_PLAYER,Johnson,2024-01-01 01:41:40
306,ADD_TRANSACTION,Miller,2024-01-01 01:42:00
307,REMOVE_TRANSACTION,Jones,2024-01-01 01:42:20
308,UPDATE_STATS,Johnson,2024-01-01 01:42:40
309,UPDATE_STATS,Williams,2024-01-01 01:43:00
310,UPDATE_STATS,Moore,2024-01-01 01:43:20
311,REMOVE_PLAYER,Taylor,2024-01-01 01:43:40
312,UPDATE_STATS,Johnson,2024-01-01 01:44:00
313,REMOVE_PLAYER,Wilson,2024-01-01 01:44:20
314,REMOVE_TRANSACTION,Brown,2024-01-01 01:44:40
315,ADD_TRANSACTION,Wilson,2024-01-01 01:45:00
316,REMOVE_PLAYER,Moore,2024-01-01 01:45:20
317,REMOVE_PLAYER,Williams,2024-01-01 01:45:40
318,UPDATE_STATS,Jones,2024-01-01 01:46:00
319,ADD_TRANSACTION,Smith,2024-01-01 01:46:20
320,ADD_TRANSACTION,Johnson,2024-01-01 01:46:40
321,REMOVE_TRANSACTION,Garcia,2024-01-01 01:47:00
322,REMOVE_PLAYER,Wilson,2024-01-01 01:47:20
323,REMOVE_TRANSACTION,Davis,2024-01-01 01:47:40
324,REMOVE_TRANSACTION,Wilson,2024-01-01 01:48:00
325,REMOVE_PLAYER,Smith,2024-01-01 01:48:20
326,REMOVE_PLAYER,Moore,2024-01-01 01:48:40
327,ADD_TRANSACTION,Moore,2024-01-01 01:49:00
328,ADD_PLAYER,Jackson,2024-01-01 01:49:20
329,ADD_TRANSACTION,Brown,2024-01-01 01:49:40
330,UPDATE_STATS,Miller,2024-01-01 01:50:00
331,REMOVE_TRANSACTION,Wilson,2024-01-01 01:50:20
332,REMOVE_PLAYER,Jackson,2024-01-01 01:50:40
333,REMOVE_PLAYER,Johnson,2024-01-01 01:51:00
334,ADD_PLAYER,Moore,2024-01-01 01:51:20
335,REMOVE_PLAYER,Jones,2024-01-01 01:51:40
336,ADD_TRANSACTION,Brown,2024-01-01 01:52:00
337,REMOVE_TRANSACTION,Taylor,2024-01-01 01:52:20
338,REMOVE_PLAYER,Wilson,2024-01-01 01:52:40
339,REMOVE_TRANSACTION,Johnson,2024-01-01 01:53:00
340,UPDATE_STATS,Miller,2024-01-01 01:53:20
341,ADD_TRANSACTION,Davis,2024-01-01 01:53:40
342,REMOVE_TRANSACTION,Jackson,2024-01-01 01:54:00
343,ADD_PLAYER,Williams,2024-01-01 01:54:20
344,UPDATE_STATS,Brown,2024-01-01 01:54:40
345,ADD_TRANSACTION,Garcia,2024-01-01 01:55:00
346,ADD_TRANSACTION,Jones,2024-01-01 01:55:20
347,ADD_TRANSACTION,Miller,2024-01-01 01:55:40
348,ADD_TRANSACTION,Wilson,2024-01-01 01:56:00
349,ADD_TRANSACTION,Miller,2024-01-01 01:56:20
350,REMOVE_TRANSACTION,Wilson,2024-01-01 01:56:40
351,REMOVE_TRANSACTION,Wilson,2024-01-01 01:57:00
352,ADD_TRANSACTION,Jackson,2024-01-01 01:57:20
353,UPDATE_STATS,Williams,2024-01-01 01:57:40
354,REMOVE_TRANSACTION,Jackson,2024-01-01 01:58:00
355,ADD_TRANSACTION,Taylor,2024-01-01 01:58:20
356,UPDATE_STATS,Smith,2024-01-01 01:58:40
357,UPDATE_STATS,Miller,2024-01-01 01:59:00
358,ADD_TRANSACTION,Williams,2024-01-01 01:59:20
359,ADD_TRANSACTION,Davis,2024-01-01 01:59:40
360,REMOVE_TRANSACTION,Miller,2024-01-01 02:00:00
361,REMOVE_TRANSACTION,Jackson,2024-01-01 02:00:20
362,ADD_TRANSACTION,Smith,2024-01-01 02:00:40
363,REMOVE_PLAYER,Smith,2024-01-01 02:01:00
364,REMOVE_PLAYER,Taylor,2024-01-01 02:01:20
365,ADD_PLAYER,Miller,2024-01-01 02:01:40
366,ADD_TRANSACTION,Jones,2024-01-01 02:02:00
367,UPDATE_STATS,Taylor,2024-01-01 02:02:20
368,REMOVE_PLAYER,Williams,2024-01-01 02:02:40
369,ADD_PLAYER,Brown,2024-01-01 02:03:00
370,ADD_TRANSACTION,Williams,2024-01-01 02:03:20
371,REMOVE_TRANSACTION,Brown,2024-01-01 02:03:40
372,REMOVE_TRANSACTION,Brown,2024-01-01 02:04:00
373,ADD_PLAYER,Garcia,2024-01-01 02:04:20
374,ADD_TRANSACTION,Smith,2024-01-01 02:04:40
375,ADD_PLAYER,Smith,2024-01-01 02:05:00
376,REMOVE_PLAYER,Johnson,2024-01-01 02:05:20
377,REMOVE_TRANSACTION,Jackson,2024-01-01 02:05:40
378,UPDATE_STATS,Brown,2024-01-01 02:06:00
379,UPDATE_STATS,Brown,2024-01-01 02:06:20
380,ADD_TRANSACTION,Jackson,2024-01-01 02:06:40
381,UPDATE_STATS,Jackson,2024-01-01 02:07:00
382,REMOVE_PLAYER,Johnson,2024-01-01 02:07:20
383,REMOVE_PLAYER,Miller,2024-01-01 02:07:40
384,ADD_TRANSACTION,Brown,2024-01-01 02:08:00
385,UPDATE_STATS,Wilson,2024-01-01 02:08:20
386,ADD_PLAYER,Johnson,2024-01-01 02:08:40
387,ADD_TRANSACTION,Miller,2024-01-01 02:09:00
388,ADD_PLAYER,Jones,2024-01-01 02:09:20
389,REMOVE_PLAYER,Miller,2024-01-01 02:09:40
390,UPDATE_STATS,Davis,2024-01-01 02:10:00
391,UPDATE_STATS,Jackson,2024-01-01 02:10:20
392,ADD_PLAYER,Jackson,2024-01-01 02:10:40
393,UPDATE_STATS,Smith,2024-01-01 02:11:00
394,ADD_PLAYER,Miller,2024-01-01 02:11:20
395,ADD_TRANSACTION,Moore,2024-01-01 02:11:40
396,ADD_TRANSACTION,Brown,2024-01-01 02:12:00
397,ADD_TRANSACTION,Davis,2024-01-01 02:12:20
398,REMOVE_TRANSACTION,Miller,2024-01-01 02:12:40
399,ADD_PLAYER,Davis,2024-01-01 02:13:00
400,UPDATE_STATS,Jackson,2024-01-01 02:13:20
401,UPDATE_STATS,Jackson,2024-01-01 02:13:40
402,ADD_PLAYER,Williams,2024-01-01 02:14:00
403,UPDATE_STATS,Davis,2024-01-01 02:14:20
404,ADD_PLAYER,Davis,2024-01-01 02:14:40
405,ADD_TRANSACTION,Brown,2024-01-01 02:15:00
406,ADD_TRANSACTION,Garcia,2024-01-01 02:15:20
407,ADD_PLAYER,Jackson,2024-01-01 02:15:40
408,ADD_TRANSACTION,Garcia,2024-01-01 02:16:00
409,UPDATE_STATS,Smith,2024-01-01 02:16:20
410,REMOVE_TRANSACTION,Taylor,2024-01-01 02:16:40
411,ADD_PLAYER,Williams,2024-01-01 02:17:00
412,ADD_TRANSACTION,Miller,2024-01-01 02:17:20
413,REMOVE_PLAYER,Smith,2024-01-01 02:17:40
414,REMOVE_PLAYER,Williams,2024-01-01 02:18:00
415,ADD_TRANSACTION,Williams,2024-01-01 02:18:20
416,ADD_TRANSACTION,Brown,2024-01-01 02:18:40
417,UPDATE_STATS,Garcia,2024-01-01 02:19:00
418,REMOVE_TRANSACTION,Miller,2024-01-01 02:19:20
419,ADD_PLAYER,Jones,2024-01-01 02:19:40
420,REMOVE_TRANSACTION,Johnson,2024-01-01 02:20:00
421,UPDATE_STATS,Miller,2024-01-01 02:20:20
422,REMOVE_PLAYER,Brown,2024-01-01 02:20:40
423,ADD_TRANSACTION,Jackson,2024-01-01 02:21:00
424,ADD_PLAYER,Garcia,2024-01-01 02:21:20
425,REMOVE_PLAYER,Miller,2024-01-01 02:21:40
426,ADD_PLAYER,Johnson,2024-01-01 02:22:00
427,ADD_TRANSACTION,Smith,2024-01-01 02:22:20
428,REMOVE_PLAYER,Moore,2024-01-01 02:22:40
429,ADD_TRANSACTION,Taylor,2024-01-01 02:23:00
430,ADD_TRANSACTION,Miller,2024-01-01 02:23:20
431,UPDATE_STATS,Brown,2024-01-01 02:23:40
432,ADD_PLAYER,Moore,2024-01-01 02:24:00
433,REMOVE_PLAYER,Wilson,2024-01-01 02:24:20
434,REMOVE_PLAYER,Wilson,2024-01-01 02:24:40
435,UPDATE_STATS,Johnson,2024-01-01 02:25:00
436,ADD_PLAYER,Moore,2024-01-01 02:25:20
437,REMOVE_PLAYER,Brown,2024-01-01 02:25:40
438,ADD_TRANSACTION,Brown,2024-01-01 02:26:00
439,UPDATE_STATS,Jones,2024-01-01 02:26:20
440,REMOVE_PLAYER,Taylor,2024-01-01 02:26:40
441,REMOVE_TRANSACTION,Jackson,2024-01-01 02:27:00
442,ADD_TRANSACTION,Jones,2024-01-01 02:27:20
443,UPDATE_STATS,Jackson,2024-01-01 02:27:40
444,REMOVE_PLAYER,Davis,2024-01-01 02:28:00
445,ADD_PLAYER,Johnson,2024-01-01 02:28:20
446,REMOVE_TRANSACTION,Smith,2024-01-01 02:28:40
447,ADD_PLAYER,Garcia,2024-01-01 02:29:00
448,ADD_TRANSACTION,Johnson,2024-01-01 02:29:20
449,UPDATE_STATS,Jones,2024-01-01 02:29:40
450,ADD_PLAYER,Jackson,2024-01-01 02:30:00
451,REMOVE_TRANSACTION,Johnson,2024-01-01 02:30:20
