playerId,name,position,yards,touchdowns,injured
1136,Davis_,QB,524,6,True
1137,Davis_III,DL,463,5,False
1138,Wilson_IV,LB,122,16,True
1139,Jackson_Jr,RB,554,19,True
1140,Wilson_IV,K,213,8,True
1141,Moore_Jr,RB,1064,17,True
1142,Brown_Jr,TE,468,0,True
1143,Wilson_,CB,74,11,True
1144,Brown_IV,K,710,20,True
1145,Brown_Sr,S,1341,3,True
1146,Wilson_III,K,112,2,True
1147,Jones_IV,LB,738,1,True
1148,Wilson_III,LB,924,18,True
1149,Moore_Jr,QB,5,10,False
1150,Williams_III,OL,604,5,False
1151,Moore_III,TE,256,15,False
1152,Johnson_Jr,RB,139,10,True
1153,Jackson_,K,891,9,True
1154,Jackson_IV,S,1239,12,False
1155,Wilson_Jr,RB,1004,5,False
1156,Miller_Sr,QB,638,17,False
1157,Brown_Jr,RB,887,12,True
1158,Miller_Jr,QB,1471,2,False
1159,Smith_,DL,597,15,False
1160,Moore_Jr,QB,637,6,True
1161,Brown_,RB,1274,14,True
1162,Davis_III,WR,326,1,True
1163,Williams_Jr,WR,440,7,False
1164,Davis_,K,1295,17,False
1165,Wilson_III,TE,314,14,True
1166,Williams_IV,S,1314,5,True
1167,Moore_IV,K,1048,4,False
1168,Wilson_III,WR,196,2,False
1169,Jones_IV,DL,587,7,False
1170,Brown_Sr,K,750,13,False
1171,Brown_Jr,QB,835,10,True
1172,Jackson_Sr,CB,1364,16,False
1173,Johnson_IV,TE,1002,5,True
1174,Smith_Jr,LB,388,2,True
1175,Jones_Jr,LB,138,7,True
1176,Jones_IV,DL,597,8,False
1177,Miller_Sr,TE,1278,16,True
1178,Williams_IV,CB,951,13,False
1179,Davis_,OL,841,14,False
1180,Smith_III,DL,365,13,True
1181,Jackson_III,K,423,18,False
1182,Jackson_III,RB,959,12,True
1183,Moore_Sr,CB,1231,14,False
1184,Johnson_IV,DL,1157,8,True
1185,Williams_Sr,TE,1495,19,True
1186,Jackson_Jr,CB,699,17,False
1187,Miller_Sr,WR,1483,17,True
1188,Johnson_IV,DL,1454,11,True
1189,Jones_Sr,K,1017,9,True
1190,Miller_Sr,DL,86,8,True
1191,Davis_Jr,DL,983,1,False
1192,Moore_IV,WR,1134,19,False
1193,Davis_IV,S,456,8,False
1194,Johnson_Sr,K,1005,9,False
1195,Jackson_,CB,21,11,True
1196,Brown_,S,160,9,False
1197,Smith_IV,K,1329,3,False
1198,Moore_III,CB,641,4,True
1199,Davis_Sr,CB,742,7,True
1200,Williams_III,OL,34,7,False
1201,Moore_III,K,747,8,False
1202,Jones_Sr,S,1319,3,False
1203,Jones_III,QB,652,16,True
1204,Wilson_Jr,CB,800,16,True
1205,Miller_,RB,1296,19,True
1206,Johnson_Jr,S,334,3,True
1207,Wilson_Jr,CB,203,10,True
1208,Williams_Sr,CB,1228,9,False
1209,Davis_Jr,CB,856,8,True
1210,Moore_Sr,QB,105,13,False
1211,Jones_Jr,DL,653,2,True
1212,Moore_III,LB,931,18,True
1213,Moore_III,CB,250,0,True
1214,Johnson_IV,QB,957,20,False
1215,Jones_Sr,WR,218,2,False
1216,Wilson_Jr,WR,97,2,False
1217,Miller_III,WR,603,2,True
1218,Davis_III,WR,735,11,False
1219,Smith_Sr,LB,1098,11,True
1220,Miller_Jr,CB,92,6,True
1221,Jones_,OL,582,7,False
1222,Williams_,WR,226,16,False
1223,Brown_Sr,CB,97,7,True
1224,Jackson_IV,K,1062,11,True
1225,Jones_,S,631,15,True
1226,Jones_Jr,TE,354,9,False
1227,Jackson_,S,1158,11,False
1228,Williams_III,WR,675,3,False
1229,Wilson_Jr,TE,20,15,False
1230,Smith_Jr,OL,910,19,False
1231,Jones_Jr,OL,564,20,False
1232,Miller_III,DL,1355,2,True
1233,Jackson_III,S,233,20,False
1234,Wilson_Sr,CB,161,2,True
1235,Miller_Sr,RB,1492,4,True
1236,Moore_III,TE,1450,6,True
1237,Williams_III,S,353,16,True
1238,Wilson_IV,RB,860,10,False
1239,Brown_III,TE,744,19,False
1240,Brown_Sr,OL,1162,2,True
1241,Smith_III,DL,680,9,False
1242,Davis_,CB,1483,20,False
1243,Moore_Jr,QB,1004,6,True
1244,Moore_III,RB,1398,15,True
1245,Miller_Jr,CB,529,1,True
1246,Davis_III,QB,1007,13,False
1247,Davis_Jr,QB,1037,15,False
1248,Johnson_Jr,K,114,3,True
1249,Jones_Jr,CB,1176,18,True
1250,Jones_III,RB,391,7,True
1251,Johnson_Jr,DL,372,3,True
1252,Johnson_,K,302,4,True
1253,Wilson_III,RB,587,12,False
1254,Jones_,RB,1070,3,True
1255,Brown_Jr,DL,1357,18,False
1256,Davis_Sr,DL,1442,5,False
1257,Brown_IV,TE,1357,7,True
1258,Miller_,K,602,4,False
1259,Brown_III,S,1456,16,False
1260,Moore_Sr,QB,649,10,False
1261,Jones_,WR,469,17,False
1262,Davis_III,CB,462,8,True
1263,Moore_,OL,896,13,True
1264,Smith_,K,1336,7,True
1265,Miller_,CB,1500,1,True
1266,Brown_III,RB,125,9,False
1267,Wilson_III,S,1257,2,False
1268,Williams_Sr,DL,747,14,True
1269,Jackson_Sr,QB,782,11,False
1270,Smith_III,LB,1030,16,True
1271,Moore_III,S,696,20,True
1272,Johnson_IV,QB,326,12,False
1273,Davis_,CB,387,14,False
1274,Davis_,DL,777,10,False
1275,Wilson_Sr,QB,386,9,False
1276,Johnson_Sr,WR,202,13,True
1277,Miller_Jr,K,965,2,True
1278,Smith_IV,QB,12,11,True
1279,Jones_Jr,WR,354,5,False
1280,Davis_IV,QB,979,0,False
1281,Brown_IV,CB,264,8,True
1282,Davis_III,QB,1031,13,False
1283,Jones_IV,WR,329,13,False
1284,Johnson_Jr,S,764,8,False
1285,Wilson_Jr,OL,948,8,False
1286,Williams_Sr,RB,387,4,True
1287,Jones_Jr,OL,1063,6,False
1288,Williams_IV,DL,1477,15,True
1289,Johnson_III,CB,1082,1,True
1290,Williams_IV,WR,1332,17,True
1291,Jones_Jr,LB,1204,16,True
1292,Wilson_Sr,K,278,2,True
1293,Jackson_IV,TE,326,17,True
1294,Smith_,LB,818,10,False
1295,Davis_Sr,TE,1329,13,False
1296,Jones_IV,QB,886,15,False
1297,Jones_Jr,K,1064,9,True
1298,Wilson_Jr,OL,541,20,True
1299,Williams_Sr,OL,399,19,True
1300,Brown_Jr,WR,1043,20,True
1301,Jackson_,QB,541,6,True
1302,Davis_Sr,WR,867,18,True
1303,Brown_IV,TE,1364,0,True
1304,Smith_IV,TE,232,0,False
1305,Williams_,RB,940,4,False
1306,Brown_,LB,884,12,True
1307,Smith_Jr,WR,21,0,False
1308,Smith_IV,OL,715,6,False
1309,Moore_IV,CB,1045,15,True
1310,Wilson_III,OL,11,10,True
1311,Jones_Jr,S,430,17,False
1312,Davis_Jr,S,880,9,False
1313,Jones_Jr,QB,920,8,True
1314,Brown_Sr,TE,990,8,False
1315,Davis_Sr,LB,783,18,False
1316,Johnson_,TE,440,19,True
1317,Smith_Sr,LB,1055,20,True
1318,Davis_Jr,CB,1336,5,False
1319,Miller_,CB,552,6,True
1320,Williams_Sr,LB,1038,12,True
1321,Smith_IV,QB,664,3,False
1322,Miller_IV,RB,1227,14,True
1323,Moore_III,WR,782,13,False
1324,Jackson_III,LB,886,4,True
1325,Williams_Sr,QB,895,11,True
1326,Davis_III,LB,234,14,True
1327,Johnson_Jr,RB,494,19,True
1328,Wilson_IV,CB,679,19,True
1329,Jones_,DL,34,8,True
1330,Wilson_III,LB,22,1,False
1331,Smith_Sr,S,144,5,True
1332,Davis_Jr,DL,173,8,True
1333,Moore_Sr,LB,623,5,True
1334,Moore_Jr,LB,693,6,False
1335,Davis_Jr,TE,1423,12,False
1336,Johnson_III,TE,1164,5,False
1337,Miller_III,K,1205,0,True
1338,Miller_Sr,S,1408,10,True
1339,Jackson_Jr,DL,213,0,False
1340,Jones_,CB,15,2,True
1341,Moore_Jr,QB,98,15,True
1342,Jones_IV,CB,244,10,False
1343,Miller_III,DL,1398,17,False
1344,Moore_Sr,CB,288,19,True
1345,Moore_Jr,TE,790,10,False
1346,Moore_III,WR,182,6,True
1347,Miller_Jr,OL,190,19,True
1348,Davis_Sr,OL,60,6,False
1349,Smith_III,S,1187,9,False
1350,Johnson_Sr,DL,449,18,False
1351,Jones_,CB,419,8,True
1352,Miller_III,OL,252,10,True
1353,Johnson_,DL,1409,18,False
1354,Smith_IV,TE,967,2,True
1355,Brown_,S,484,0,False
1356,Moore_IV,RB,1142,18,False
1357,Johnson_Sr,RB,377,6,True
1358,Williams_Jr,LB,1326,15,True
1359,Williams_Sr,DL,628,16,False
1360,Brown_Jr,RB,873,15,False
1361,Brown_,CB,1348,11,False
1362,Wilson_IV,CB,351,11,False
1363,Davis_IV,TE,182,19,False
1364,Jackson_Sr,TE,644,6,True
1365,Miller_Jr,DL,18,2,True
1366,Jackson_Sr,WR,1116,13,False
1367,Johnson_III,OL,582,14,False
1368,Miller_,TE,922,15,False
1369,Smith_III,QB,1241,16,False
1370,Smith_,DL,778,12,True
1371,Jackson_Sr,WR,456,4,True
1372,Wilson_III,OL,1435,5,True
1373,Jackson_III,WR,543,10,True
1374,Williams_III,LB,1018,8,False
1375,Johnson_IV,DL,1471,2,False
1376,Wilson_IV,QB,829,0,True
1377,Johnson_IV,DL,509,6,True
1378,Wilson_,RB,316,10,True
1379,Davis_III,QB,690,18,False
1380,Miller_,TE,284,1,True
1381,Jackson_,RB,484,5,True
1382,Jones_Sr,WR,1205,4,True
1383,Williams_,S,538,3,True
1384,Miller_IV,K,1074,12,False
1385,Smith_III,WR,461,17,True
1386,Miller_,RB,173,11,False
1387,Wilson_III,CB,521,16,False
1388,Brown_Jr,RB,566,5,False
1389,Brown_IV,WR,1273,11,False
1390,Moore_,LB,1088,8,False
1391,Williams_Jr,OL,330,12,False
1392,Miller_,QB,1023,11,True
1393,Brown_III,TE,1125,18,False
1394,Wilson_III,WR,456,8,False
1395,Smith_Sr,S,1404,9,True
1396,Brown_IV,K,1052,20,False
1397,Wilson_Jr,QB,476,6,True
1398,Moore_Jr,S,0,6,True
1399,Brown_Sr,TE,856,0,False
1400,Jones_Jr,DL,805,9,False
1401,Smith_,S,59,5,True
1402,Johnson_Jr,WR,361,17,False
1403,Miller_IV,LB,905,6,True
1404,Brown_Sr,CB,546,19,False
1405,Brown_,LB,1164,5,True
1406,Jones_,LB,746,15,False
1407,Davis_III,WR,215,12,False
1408,Moore_IV,OL,1447,19,True
1409,Davis_,WR,803,9,False
1410,Johnson_IV,S,1456,5,True
1411,Brown_,TE,869,4,True
1412,Jones_Sr,TE,1102,0,True
1413,Davis_III,QB,961,6,True
1414,Wilson_Sr,LB,526,5,True
1415,Brown_Jr,K,551,6,False
1416,Jones_Sr,S,668,16,True
1417,Williams_III,K,774,1,False
1418,Wilson_Jr,LB,927,2,False
1419,Moore_III,TE,394,13,False
1420,Miller_III,WR,614,11,False
1421,Miller_Jr,WR,573,5,False
1422,Moore_IV,DL,1073,7,True
1423,Jones_Sr,DL,1377,9,True
1424,Moore_Jr,LB,1028,7,False
1425,Johnson_IV,K,1271,13,True
1426,Moore_III,OL,915,9,True
1427,Miller_Jr,CB,70,6,False
1428,Johnson_III,OL,1138,7,False
1429,Williams_Sr,S,995,0,True
1430,Brown_Jr,CB,711,19,True
1431,Davis_IV,WR,331,12,True
1432,Johnson_,DL,448,7,True
1433,Jones_III,TE,198,16,False
1434,Wilson_Sr,TE,1375,11,True
1435,Wilson_Sr,TE,358,12,True
1436,Davis_IV,LB,358,0,False
1437,Jones_,CB,773,7,True
1438,Moore_IV,OL,573,20,False
1439,Jones_Sr,QB,1442,13,True
1440,Miller_IV,QB,783,20,True
1441,Moore_Sr,K,607,16,True
1442,Miller_Jr,CB,575,8,True
1443,Jackson_III,RB,480,0,False
1444,Johnson_III,S,451,1,False
1445,Moore_IV,LB,1483,1,False
1446,Smith_Jr,TE,716,4,False
1447,Williams_Sr,QB,940,11,False
1448,Jones_Jr,OL,1178,11,False
1449,Jackson_Sr,WR,782,13,False
1450,Johnson_,K,1248,3,False
1451,Brown_IV,LB,155,10,False
1452,Wilson_,LB,134,15,True
1453,Moore_III,OL,926,5,True
1454,Jackson_,TE,923,8,True
1455,Wilson_Jr,RB,639,5,True
1456,Miller_III,DL,1023,3,True
1457,Jones_Jr,K,1125,10,True
1458,Davis_Sr,WR,801,10,True
1459,Johnson_IV,OL,60,12,False
1460,Brown_,RB,211,2,False
1461,Jones_Sr,CB,1430,9,False
1462,Williams_Jr,TE,204,14,True
1463,Moore_Jr,LB,1243,4,True
1464,Brown_Jr,WR,953,10,True
1465,Wilson_Jr,S,846,11,False
1466,Williams_Sr,DL,1325,8,True
1467,Johnson_Jr,QB,1418,17,True
1468,Miller_IV,DL,606,19,False
1469,Jones_IV,K,537,13,True
1470,Davis_Jr,TE,43,10,False
1471,Johnson_IV,QB,203,4,True
1472,Brown_IV,CB,345,20,True
1473,Jackson_Jr,QB,1174,8,False
1474,Miller_Sr,QB,1308,7,False
1475,Williams_III,QB,471,13,True
1476,Davis_Jr,CB,449,10,True
1477,Smith_Sr,DL,55,11,False
1478,Wilson_Sr,WR,617,2,False
1479,Jones_,QB,1341,1,False
1480,Smith_,K,220,18,True
1481,Moore_IV,K,1361,12,False
1482,Williams_Jr,LB,1437,14,True
1483,Williams_,K,1477,2,True
1484,Jackson_Jr,TE,714,16,False
1485,Davis_III,CB,1443,16,True
1486,Moore_III,CB,1292,10,False
1487,Moore_Jr,K,795,10,False
1488,Miller_IV,RB,808,0,True
1489,Brown_,RB,1025,1,False
1490,Wilson_III,CB,1443,3,True
1491,Miller_,CB,1400,17,True
1492,Miller_Sr,OL,844,4,True
1493,Jackson_Jr,S,975,10,True
1494,Williams_III,WR,870,8,True
1495,Wilson_Jr,OL,646,14,True
1496,Smith_III,QB,751,8,True
1497,Davis_III,LB,174,9,True
1498,Jackson_III,K,1486,14,False
1499,Williams_,CB,812,8,True
1500,Williams_IV,WR,1146,9,True
1501,Smith_Sr,K,293,15,False
1502,Brown_Sr,CB,1303,17,True
1503,Wilson_Jr,TE,244,10,True
1504,Jones_Jr,K,997,20,True
1505,Wilson_III,OL,242,19,False
1506,Miller_III,S,987,15,False
1507,Smith_Jr,S,972,20,False
1508,Williams_IV,LB,1345,8,False
1509,Davis_IV,OL,371,0,True
1510,Johnson_III,LB,22,1,True
1511,Wilson_,WR,185,11,True
1512,Williams_IV,LB,1248,20,True
1513,Brown_,DL,1007,8,True
1514,Johnson_Sr,LB,89,9,True
1515,Johnson_,WR,1085,13,True
1516,Jones_IV,DL,1200,20,False
1517,Johnson_,DL,640,18,False
1518,Moore_IV,WR,1492,13,False
1519,Brown_,LB,97,11,False
1520,Brown_IV,QB,654,0,False
1521,Johnson_IV,LB,662,3,False
1522,Jackson_III,DL,769,10,False
1523,Moore_Sr,K,771,18,True
1524,Brown_IV,DL,1251,6,True
1525,Jones_IV,TE,339,18,True
1526,Davis_III,QB,1313,16,False
1527,Moore_Jr,TE,1258,18,False
1528,Williams_III,WR,265,12,True
1529,Jones_IV,LB,575,17,True
1530,Davis_Sr,WR,846,6,True
1531,Johnson_Sr,RB,392,2,True
1532,Wilson_Jr,TE,1356,2,True
1533,Miller_Sr,QB,534,6,False
1534,Miller_,RB,918,10,False
1535,Smith_,LB,1200,10,True
1536,Wilson_,QB,1284,3,False
1537,Jones_Jr,OL,1227,20,True
1538,Johnson_III,QB,352,2,False
1539,Miller_Jr,TE,178,18,False
1540,Jackson_Jr,QB,1048,15,False
1541,Wilson_Jr,WR,898,7,False
1542,Johnson_Sr,RB,1119,15,True
1543,Jackson_IV,RB,112,2,True
1544,Williams_III,DL,1307,1,True
1545,Jones_IV,S,813,3,False
1546,Johnson_Jr,TE,607,7,True
1547,Smith_Sr,TE,1260,16,True
1548,Miller_Jr,QB,236,9,False
1549,Johnson_III,DL,645,6,True
1550,Davis_III,CB,1363,20,False
1551,Jackson_,OL,1137,17,False
1552,Miller_Sr,TE,238,2,True
1553,Smith_,K,425,9,False
1554,Brown_Sr,TE,381,5,True
1555,Jackson_Sr,CB,1419,15,False
1556,Wilson_III,S,1100,5,True
1557,Williams_,DL,1277,16,False
1558,Johnson_IV,CB,369,10,True
1559,Williams_III,K,1139,15,True
1560,Johnson_Sr,K,1259,4,False
1561,Miller_,TE,1248,15,True
1562,Smith_,TE,130,10,False
1563,Davis_III,LB,452,17,True
1564,Brown_Jr,OL,1186,12,True
1565,Brown_,CB,1238,20,True
1566,Davis_Sr,LB,760,4,False
1567,Johnson_Sr,S,845,9,True
1568,Moore_Jr,TE,1451,10,True
1569,Smith_,OL,181,9,True
1570,Smith_,RB,1196,20,False
1571,Moore_IV,OL,787,16,True
1572,Miller_,WR,1105,5,True
1573,Brown_IV,K,428,15,False
1574,Jackson_III,K,1101,18,False
1575,Johnson_Jr,CB,1165,9,False
1576,Johnson_Jr,CB,628,15,True
1577,Wilson_,LB,566,4,False
1578,Johnson_Jr,WR,762,11,True
1579,Jackson_Sr,WR,1373,16,False
1580,Jones_,OL,1377,18,True
1581,Moore_III,OL,1281,5,True
1582,Miller_Jr,WR,1091,4,True
1583,Miller_,TE,944,4,True
1584,Moore_IV,DL,389,11,True
1585,Williams_Jr,K,6,20,False
1586,Williams_Jr,QB,1451,0,False
1587,Brown_IV,S,79,13,True
1588,Brown_,CB,673,3,False
1589,Williams_Sr,LB,280,3,False
1590,Brown_Jr,S,1219,18,True
1591,Jackson_IV,TE,746,20,True
1592,Miller_Sr,TE,861,9,False
1593,Williams_III,WR,62,11,True
1594,Moore_III,K,1152,11,True
1595,Smith_III,DL,990,16,True
1596,Jones_Jr,CB,142,5,True
1597,Johnson_IV,RB,959,12,False
1598,Williams_IV,TE,560,16,False
1599,Williams_Jr,TE,216,3,False
1600,Davis_III,OL,538,4,False
1601,Miller_Jr,CB,952,16,False
1602,Williams_IV,DL,976,16,True
1603,Williams_IV,QB,102,11,True
1604,Brown_,DL,1193,5,True
1605,Williams_IV,TE,1284,0,True
1606,Jones_Jr,DL,183,18,True
1607,Davis_IV,RB,95,4,False
1608,Jones_,QB,146,0,False
1609,Williams_,DL,614,7,True
1610,Brown_Sr,WR,41,17,False
1611,Davis_,LB,603,17,False
1612,Williams_IV,S,632,6,False
1613,Williams_III,DL,592,14,False
1614,Jones_IV,S,507,19,False
1615,Smith_III,CB,681,19,True
1616,Johnson_Jr,DL,326,12,False
1617,Johnson_III,OL,225,7,False
1618,Johnson_III,CB,327,14,True
1619,Brown_III,TE,1029,1,False
1620,Williams_,LB,764,1,True
1621,Jackson_Jr,K,505,1,True
1622,Brown_Jr,DL,204,3,True
1623,Jones_,K,75,11,True
1624,Smith_Sr,CB,1456,6,False
1625,Smith_Jr,CB,397,3,True
1626,Williams_,WR,1401,1,True
1627,Moore_Sr,WR,797,20,False
1628,Miller_IV,WR,226,10,True
1629,Jackson_Jr,CB,1312,15,True
1630,Jackson_Sr,DL,155,18,True
1631,Smith_Jr,CB,817,3,True
1632,Smith_IV,RB,570,6,False
1633,Smith_IV,K,729,6,False
1634,Moore_IV,WR,1412,9,False
1635,Moore_Sr,S,268,18,False
1636,Davis_IV,K,1284,12,True
1637,Miller_Jr,RB,112,0,False
1638,Jones_Sr,RB,805,17,True
1639,Miller_,CB,727,5,False
1640,Williams_Sr,QB,649,17,False
1641,Williams_,K,398,12,True
1642,Wilson_Jr,QB,651,9,True
1643,Jackson_IV,QB,1278,3,True
1644,Johnson_IV,DL,918,9,True
1645,Wilson_Sr,RB,138,10,True
1646,Smith_Jr,QB,226,3,True
1647,Brown_III,TE,367,12,False
1648,Brown_Sr,RB,663,0,False
1649,Wilson_III,QB,763,7,True
1650,Jones_IV,CB,57,3,False
1651,Williams_IV,WR,482,5,False
1652,Williams_Jr,DL,803,15,True
1653,Moore_III,DL,1448,20,False
1654,Brown_Sr,WR,1090,2,False
1655,Johnson_Jr,K,1260,3,False
1656,Moore_III,TE,948,2,True
1657,Brown_IV,OL,886,8,False
1658,Williams_III,OL,1297,7,True
1659,Johnson_,LB,615,17,True
1660,Wilson_Jr,LB,1098,5,False
1661,Johnson_IV,WR,688,9,False
1662,Johnson_III,DL,1451,20,True
1663,Smith_III,CB,802,14,False
1664,Wilson_Jr,RB,364,15,False
1665,Wilson_Jr,DL,270,17,False
1666,Brown_Jr,LB,375,4,False
1667,Miller_,OL,1450,11,True
1668,Johnson_IV,K,1244,18,False
1669,Jones_III,QB,1171,8,True
1670,Jones_IV,RB,469,14,False
1671,Jones_III,WR,1279,9,True
1672,Jones_Sr,RB,641,14,False
1673,Wilson_Jr,WR,1032,18,True
1674,Jackson_,TE,1173,12,True
1675,Jones_Sr,RB,1419,5,True
1676,Johnson_III,OL,1454,8,False
1677,Miller_,CB,463,11,False
1678,Williams_,K,207,9,True
1679,Jackson_III,LB,1241,5,True
1680,Williams_,TE,340,17,True
1681,Wilson_,S,446,13,True
1682,Johnson_III,TE,1361,6,False
1683,Brown_IV,TE,830,7,False
1684,Davis_IV,TE,1021,7,False
1685,Miller_,TE,1381,8,True
1686,Jackson_IV,DL,1161,5,False
1687,Jones_III,TE,420,17,True
1688,Miller_Sr,TE,1006,19,True
1689,Davis_III,OL,353,2,True
1690,Moore_Jr,OL,152,16,False
1691,Moore_,RB,1302,6,False
1692,Wilson_IV,S,1017,2,True
1693,Miller_IV,WR,204,5,True
1694,Smith_Sr,TE,1240,15,False
1695,Johnson_III,DL,443,7,True
1696,Williams_IV,LB,1353,17,False
1697,Wilson_,TE,755,18,True
1698,Jackson_IV,CB,272,15,False
1699,Davis_Sr,DL,68,1,False
1700,Smith_,RB,769,19,False
1701,Moore_Sr,S,22,17,True
1702,Wilson_,K,355,3,True
1703,Jones_Jr,LB,201,20,True
1704,Moore_IV,DL,1013,14,False
1705,Moore_III,RB,120,7,True
1706,Jones_IV,QB,1252,1,False
1707,Moore_,S,1180,4,True
1708,Miller_Jr,CB,1271,12,False
1709,Miller_,RB,493,8,False
1710,Brown_Jr,TE,1408,9,False
1711,Johnson_Jr,QB,603,9,True
1712,Moore_Sr,OL,66,6,True
1713,Jones_,CB,1324,2,False
1714,Smith_Sr,DL,1374,1,True
1715,Wilson_Sr,K,236,11,False
1716,Jones_III,LB,1220,11,False
1717,Johnson_III,DL,1258,16,True
1718,Jones_,TE,1177,13,False
1719,Williams_Jr,CB,942,0,True
1720,Moore_,WR,1357,15,True
1721,Brown_III,S,773,7,True
1722,Brown_,WR,1018,9,True
1723,Jones_III,RB,1024,15,True
1724,Jones_III,DL,1185,2,True
1725,Miller_IV,S,1366,11,False
