trans_id,type,player,timestamp
1282,Release,Davis80,2024-10-09
1283,Signing,Anderson66,2024-10-10
1284,Trade,Wilson96,2024-10-11
1285,Suspension,Martin23,2024-10-12
1286,Activation,Davis13,2024-10-13
1287,Release,Moore32,2024-10-14
1288,Injury,Lopez9,2024-10-15
1289,Release,Gonzalez40,2024-10-16
1290,Return,Jackson26,2024-10-17
1291,Release,Martin26,2024-10-18
1292,Injury,Brown5,2024-10-19
1293,Release,Lopez99,2024-10-20
1294,Release,Davis86,2024-10-21
1295,Trade,Miller17,2024-10-22
1296,Release,Davis32,2024-10-23
1297,Suspension,Hernandez53,2024-10-24
1298,Signing,Brown88,2024-10-25
1299,Return,Anderson29,2024-10-26
1300,Injury,Davis40,2024-10-27
1301,Signing,Rodriguez53,2024-10-28
1302,Injury,Taylor14,2024-10-29
1303,Return,Davis99,2024-10-30
1304,Return,Jones49,2024-10-31
1305,Return,Jackson76,2024-11-01
1306,Trade,Gonzalez97,2024-11-02
1307,Signing,Thomas62,2024-11-03
1308,Suspension,Smith8,2024-11-04
1309,Release,Garcia80,2024-11-05
1310,Trade,Jones28,2024-11-06
1311,Signing,Gonzalez54,2024-11-07
1312,Trade,Johnson42,2024-11-08
1313,Release,Taylor90,2024-11-09
1314,Suspension,Rodriguez37,2024-11-10
1315,Trade,Wilson53,2024-11-11
1316,Return,Williams44,2024-11-12
1317,Signing,Martinez21,2024-11-13
1318,Return,Smith25,2024-11-14
1319,Trade,Gonzalez26,2024-11-15
1320,Trade,Moore10,2024-11-16
1321,Activation,Williams98,2024-11-17
1322,Trade,Williams30,2024-11-18
1323,Activation,Smith11,2024-11-19
1324,Signing,Williams86,2024-11-20
1325,Suspension,Wilson72,2024-11-21
1326,Suspension,Miller68,2024-11-22
1327,Return,Rodriguez15,2024-11-23
1328,Suspension,Miller3,2024-11-24
1329,Injury,Smith41,2024-11-25
1330,Signing,Brown72,2024-11-26
1331,Suspension,Williams71,2024-11-27
1332,Injury,Davis14,2024-11-28
1333,Injury,Brown63,2024-11-29
1334,Trade,Johnson78,2024-11-30
1335,Suspension,Hernandez80,2024-12-01
1336,Release,Brown1,2024-12-02
1337,Activation,Anderson67,2024-12-03
1338,Release,Brown72,2024-12-04
1339,Return,Rodriguez83,2024-12-05
1340,Suspension,Martinez40,2024-12-06
1341,Release,Taylor73,2024-12-07
1342,Signing,Thomas2,2024-12-08
1343,Injury,Davis68,2024-12-09
1344,Suspension,Brown98,2024-12-10
1345,Return,Jones59,2024-12-11
1346,Injury,Smith94,2024-12-12
1347,Activation,Rodriguez7,2024-12-13
1348,Injury,Taylor87,2024-12-14
1349,Release,Anderson32,2024-12-15
1350,Release,Jones85,2024-12-16
1351,Trade,Johnson90,2024-12-17
1352,Suspension,Wilson89,2024-12-18
1353,Suspension,Brown81,2024-12-19
1354,Signing,Thomas16,2024-12-20
1355,Suspension,Wilson64,2024-12-21
1356,Suspension,Jones6,2024-12-22
1357,Injury,Thomas62,2024-12-23
1358,Return,Moore72,2024-12-24
1359,Signing,Gonzalez75,2024-12-25
1360,Return,Gonzalez67,2024-12-26
1361,Signing,Davis87,2024-12-27
1362,Signing,Thomas97,2024-12-28
1363,Trade,Moore70,2024-12-29
1364,Activation,Johnson81,2024-12-30
1365,Suspension,Martin3,2024-12-31
1366,Suspension,Rodriguez16,2025-01-01
1367,Return,Johnson39,2025-01-02
1368,Activation,Jones53,2025-01-03
1369,Suspension,Anderson54,2025-01-04
1370,Suspension,Rodriguez12,2025-01-05
1371,Signing,Gonzalez25,2025-01-06
1372,Return,Jones28,2025-01-07
1373,Signing,Wilson15,2025-01-08
1374,Return,Jones59,2025-01-09
1375,Signing,Williams4,2025-01-10
1376,Suspension,Thomas78,2025-01-11
1377,Signing,Miller43,2025-01-12
1378,Signing,Martinez22,2025-01-13
1379,Signing,Moore43,2025-01-14
1380,Activation,Miller22,2025-01-15
1381,Trade,Brown98,2025-01-16
1382,Release,Taylor95,2025-01-17
1383,Trade,Hernandez75,2025-01-18
1384,Activation,Jackson80,2025-01-19
1385,Release,Miller63,2025-01-20
1386,Trade,Smith65,2025-01-21
1387,Release,Anderson39,2025-01-22
1388,Release,Brown52,2025-01-23
1389,Injury,Williams87,2025-01-24
1390,Suspension,Wilson19,2025-01-25
1391,Injury,Martin99,2025-01-26
1392,Release,Johnson80,2025-01-27
1393,Return,Taylor81,2025-01-28
1394,Return,Garcia17,2025-01-29
1395,Return,Rodriguez73,2025-01-30
1396,Activation,Taylor90,2025-01-31
1397,Return,Lopez5,2025-02-01
1398,Suspension,Jones19,2025-02-02
1399,Activation,Martinez43,2025-02-03
1400,Trade,Jackson2,2025-02-04
1401,Return,Martinez6,2025-02-05
1402,Release,Smith79,2025-02-06
1403,Trade,Lopez59,2025-02-07
1404,Suspension,Davis40,2025-02-08
1405,Signing,Rodriguez77,2025-02-09
1406,Activation,Jackson94,2025-02-10
1407,Return,Miller30,2025-02-11
1408,Suspension,Miller10,2025-02-12
1409,Trade,Brown26,2025-02-13
1410,Return,Taylor14,2025-02-14
1411,Release,Jones98,2025-02-15
1412,Activation,Garcia28,2025-02-16
1413,Trade,Taylor8,2025-02-17
1414,Trade,Garcia63,2025-02-18
1415,Activation,Hernandez42,2025-02-19
1416,Signing,Anderson2,2025-02-20
1417,Signing,Smith65,2025-02-21
1418,Injury,Davis61,2025-02-22
1419,Signing,Garcia49,2025-02-23
1420,Injury,Hernandez57,2025-02-24
1421,Activation,Gonzalez26,2025-02-25
1422,Injury,Hernandez27,2025-02-26
1423,Release,Hernandez53,2025-02-27
1424,Activation,Hernandez36,2025-02-28
1425,Trade,Johnson99,2025-03-01
1426,Injury,Hernandez53,2025-03-02
1427,Signing,Anderson76,2025-03-03
1428,Suspension,Brown60,2025-03-04
1429,Activation,Martin11,2025-03-05
1430,Trade,Wilson64,2025-03-06
1431,Release,Jackson17,2025-03-07
1432,Signing,Jackson21,2025-03-08
1433,Activation,Garcia58,2025-03-09
1434,Suspension,Davis65,2025-03-10
1435,Suspension,Garcia82,2025-03-11
1436,Trade,Williams34,2025-03-12
1437,Signing,Taylor12,2025-03-13
1438,Activation,Brown68,2025-03-14
1439,Release,Hernandez14,2025-03-15
1440,Suspension,Moore98,2025-03-16
1441,Release,Garcia6,2025-03-17
1442,Release,Jackson45,2025-03-18
1443,Trade,Thomas93,2025-03-19
1444,Activation,Johnson40,2025-03-20
1445,Return,Jones51,2025-03-21
1446,Injury,Miller19,2025-03-22
1447,Return,Gonzalez7,2025-03-23
1448,Release,Jones43,2025-03-24
1449,Suspension,Miller94,2025-03-25
1450,Return,Johnson22,2025-03-26
1451,Suspension,Brown62,2025-03-27
1452,Return,Rodriguez29,2025-03-28
1453,Release,Miller78,2025-03-29
1454,Return,Rodriguez17,2025-03-30
1455,Activation,Brown27,2025-03-31
1456,Return,Garcia1,2025-04-01
1457,Trade,Martinez44,2025-04-02
1458,Suspension,Martin27,2025-04-03
1459,Return,Garcia2,2025-04-04
1460,Activation,Moore1,2025-04-05
1461,Suspension,Davis57,2025-04-06
1462,Trade,Garcia92,2025-04-07
1463,Release,Miller21,2025-04-08
1464,Release,Martinez67,2025-04-09
1465,Injury,Miller2,2025-04-10
1466,Suspension,Martin15,2025-04-11
1467,Signing,Wilson78,2025-04-12
1468,Trade,Anderson89,2025-04-13
1469,Release,Wilson38,2025-04-14
1470,Trade,Lopez92,2025-04-15
1471,Injury,Thomas68,2025-04-16
1472,Signing,Rodriguez31,2025-04-17
1473,Signing,Gonzalez45,2025-04-18
1474,Activation,Smith50,2025-04-19
1475,Return,Hernandez53,2025-04-20
1476,Injury,Moore48,2025-04-21
1477,Signing,Brown99,2025-04-22
1478,Activation,Garcia12,2025-04-23
1479,Suspension,Rodriguez1,2025-04-24
1480,Suspension,Martin96,2025-04-25
1481,Injury,Lopez78,2025-04-26
1482,Suspension,Johnson62,2025-04-27
1483,Release,Anderson5,2025-04-28
1484,Signing,Miller63,2025-04-29
1485,Trade,Taylor9,2025-04-30
1486,Activation,Lopez94,2025-05-01
1487,Activation,Miller67,2025-05-02
1488,Release,Anderson30,2025-05-03
1489,Suspension,Martinez62,2025-05-04
1490,Trade,Jackson4,2025-05-05
1491,Return,Martinez74,2025-05-06
1492,Release,Wilson37,2025-05-07
1493,Activation,Garcia91,2025-05-08
1494,Release,Johnson77,2025-05-09
1495,Release,Smith65,2025-05-10
1496,Injury,Rodriguez15,2025-05-11
1497,Activation,Jackson58,2025-05-12
1498,Suspension,Thomas80,2025-05-13
1499,Activation,Jones11,2025-05-14
1500,Return,Jackson32,2025-05-15
1501,Signing,Moore90,2025-05-16
1502,Activation,Hernandez25,2025-05-17
1503,Suspension,Williams44,2025-05-18
1504,Trade,Thomas73,2025-05-19
1505,Signing,Jackson2,2025-05-20
1506,Injury,Martin16,2025-05-21
1507,Trade,Anderson26,2025-05-22
1508,Suspension,Gonzalez2,2025-05-23
1509,Activation,Rodriguez23,2025-05-24
1510,Signing,Hernandez24,2025-05-25
1511,Release,Taylor55,2025-05-26
1512,Activation,Williams35,2025-05-27
1513,Suspension,Anderson76,2025-05-28
1514,Return,Anderson61,2025-05-29
1515,Signing,Martin99,2025-05-30
1516,Release,Williams27,2025-05-31
1517,Release,Hernandez32,2025-06-01
1518,Suspension,Williams44,2025-06-02
1519,Signing,Jones39,2025-06-03
1520,Trade,Davis22,2025-06-04
1521,Return,Davis10,2025-06-05
1522,Signing,Davis70,2025-06-06
1523,Injury,Williams92,2025-06-07
1524,Injury,Hernandez94,2025-06-08
1525,Release,Williams64,2025-06-09
1526,Injury,Smith84,2025-06-10
1527,Activation,Davis34,2025-06-11
1528,Return,Smith52,2025-06-12
1529,Injury,Smith91,2025-06-13
1530,Release,Martinez57,2025-06-14
1531,Injury,Smith88,2025-06-15
1532,Release,Jackson63,2025-06-16
1533,Activation,Rodriguez22,2025-06-17
1534,Suspension,Jackson37,2025-06-18
1535,Trade,Martinez13,2025-06-19
1536,Activation,Williams25,2025-06-20
1537,Suspension,Williams11,2025-06-21
1538,Injury,Lopez36,2025-06-22
1539,Activation,Gonzalez67,2025-06-23
1540,Return,Lopez21,2025-06-24
1541,Injury,Lopez67,2025-06-25
1542,Injury,Garcia65,2025-06-26
1543,Signing,Lopez93,2025-06-27
1544,Suspension,Thomas6,2025-06-28
1545,Trade,Jones44,2025-06-29
1546,Activation,Johnson21,2025-06-30
1547,Return,Rodriguez90,2025-07-01
1548,Release,Jackson65,2025-07-02
1549,Release,Rodriguez69,2025-07-03
1550,Injury,Wilson66,2025-07-04
1551,Activation,Jones24,2025-07-05
1552,Return,Hernandez14,2025-07-06
1553,Release,Williams67,2025-07-07
1554,Suspension,Brown73,2025-07-08
1555,Trade,Williams29,2025-07-09
1556,Activation,Smith26,2025-07-10
1557,Release,Martin3,2025-07-11
1558,Suspension,Anderson38,2025-07-12
1559,Return,Hernandez64,2025-07-13
1560,Injury,Garcia72,2025-07-14
1561,Release,Williams85,2025-07-15
1562,Suspension,Williams81,2025-07-16
1563,Trade,Moore14,2025-07-17
1564,Activation,Anderson52,2025-07-18
1565,Signing,Hernandez4,2025-07-19
1566,Activation,Rodriguez95,2025-07-20
1567,Signing,Martinez39,2025-07-21
1568,Trade,Miller89,2025-07-22
1569,Trade,Martinez27,2025-07-23
1570,Release,Rodriguez71,2025-07-24
1571,Suspension,Anderson76,2025-07-25
1572,Injury,Moore95,2025-07-26
1573,Injury,Martinez46,2025-07-27
1574,Activation,Gonzalez33,2025-07-28
1575,Return,Thomas4,2025-07-29
1576,Trade,Jones67,2025-07-30
1577,Injury,Garcia38,2025-07-31
1578,Release,Gonzalez6,2025-08-01
1579,Release,Wilson47,2025-08-02
1580,Suspension,Moore50,2025-08-03
1581,Activation,Williams26,2025-08-04
1582,Activation,Johnson80,2025-08-05
1583,Trade,Brown30,2025-08-06
1584,Release,Johnson76,2025-08-07
1585,Return,Johnson20,2025-08-08
1586,Return,Miller5,2025-08-09
1587,Activation,Williams68,2025-08-10
1588,Injury,Hernandez63,2025-08-11
1589,Release,Rodriguez51,2025-08-12
1590,Activation,Martinez71,2025-08-13
1591,Suspension,Johnson9,2025-08-14
1592,Suspension,Moore12,2025-08-15
1593,Activation,Williams34,2025-08-16
1594,Trade,Miller19,2025-08-17
1595,Release,Lopez45,2025-08-18
1596,Injury,Jones43,2025-08-19
1597,Suspension,Taylor52,2025-08-20
1598,Signing,Smith24,2025-08-21
1599,Injury,Wilson24,2025-08-22
1600,Return,Johnson97,2025-08-23
1601,Return,Johnson59,2025-08-24
1602,Signing,Wilson71,2025-08-25
1603,Return,Taylor9,2025-08-26
1604,Injury,Hernandez12,2025-08-27
1605,Injury,Lopez71,2025-08-28
1606,Suspension,Hernandez57,2025-08-29
1607,Signing,Anderson67,2025-08-30
1608,Return,Johnson9,2025-08-31
1609,Release,Martin40,2025-09-01
1610,Suspension,Davis28,2025-09-02
1611,Suspension,Johnson95,2025-09-03
1612,Return,Hernandez64,2025-09-04
1613,Release,Taylor21,2025-09-05
1614,Suspension,Jackson44,2025-09-06
1615,Suspension,Martinez4,2025-09-07
1616,Release,Brown88,2025-09-08
1617,Injury,Thomas18,2025-09-09
1618,Injury,Jones86,2025-09-10
1619,Activation,Johnson31,2025-09-11
1620,Release,Jones61,2025-09-12
1621,Activation,Moore65,2025-09-13
1622,Activation,Hernandez26,2025-09-14
1623,Return,Brown10,2025-09-15
1624,Suspension,Jackson25,2025-09-16
1625,Suspension,Brown40,2025-09-17
1626,Release,Martin63,2025-09-18
1627,Return,Williams90,2025-09-19
1628,Release,Lopez93,2025-09-20
1629,Activation,Wilson61,2025-09-21
1630,Suspension,Anderson68,2025-09-22
1631,Activation,Gonzalez81,2025-09-23
1632,Suspension,Johnson94,2025-09-24
1633,Release,Jones8,2025-09-25
1634,Activation,Davis17,2025-09-26
1635,Release,Wilson53,2025-09-27
1636,Activation,Miller74,2025-09-28
1637,Activation,Jones88,2025-09-29
1638,Activation,Wilson88,2025-09-30
1639,Trade,Hernandez6,2025-10-01
1640,Trade,Davis42,2025-10-02
1641,Activation,Martin87,2025-10-03
1642,Injury,Martin20,2025-10-04
1643,Trade,Wilson39,2025-10-05
1644,Trade,Martin10,2025-10-06
1645,Return,Anderson22,2025-10-07
1646,Trade,Anderson29,2025-10-08
1647,Release,Gonzalez91,2025-10-09
1648,Release,Martinez19,2025-10-10
1649,Signing,Thomas84,2025-10-11
1650,Return,Hernandez27,2025-10-12
1651,Suspension,Anderson28,2025-10-13
1652,Release,Moore91,2025-10-14
1653,Injury,Garcia5,2025-10-15
1654,Trade,Wilson29,2025-10-16
1655,Return,Jackson13,2025-10-17
1656,Injury,Moore12,2025-10-18
1657,Activation,Jackson59,2025-10-19
1658,Return,Martin60,2025-10-20
1659,Activation,Miller84,2025-10-21
1660,Suspension,Taylor58,2025-10-22
1661,Injury,Jones31,2025-10-23
1662,Injury,Hernandez4,2025-10-24
1663,Signing,Garcia73,2025-10-25
1664,Suspension,Brown6,2025-10-26
1665,Return,Martinez24,2025-10-27
1666,Injury,Miller90,2025-10-28
1667,Injury,Rodriguez51,2025-10-29
1668,Activation,Moore24,2025-10-30
1669,Return,Anderson65,2025-10-31
1670,Suspension,Miller51,2025-11-01
1671,Trade,Taylor38,2025-11-02
1672,Release,Hernandez32,2025-11-03
1673,Trade,Anderson2,2025-11-04
1674,Trade,Anderson39,2025-11-05
1675,Injury,Williams21,2025-11-06
1676,Trade,Johnson73,2025-11-07
1677,Signing,Taylor53,2025-11-08
1678,Trade,Lopez38,2025-11-09
1679,Release,Williams81,2025-11-10
1680,Suspension,Jones82,2025-11-11
1681,Signing,Hernandez99,2025-11-12
1682,Injury,Martin80,2025-11-13
1683,Release,Martin81,2025-11-14
1684,Signing,Martinez47,2025-11-15
1685,Return,Jackson62,2025-11-16
1686,Injury,Miller17,2025-11-17
1687,Return,Jackson62,2025-11-18
1688,Suspension,Williams5,2025-11-19
1689,Release,Gonzalez97,2025-11-20
1690,Return,Jones1,2025-11-21
1691,Activation,Martin31,2025-11-22
1692,Activation,Miller41,2025-11-23
1693,Signing,Thomas50,2025-11-24
1694,Activation,Anderson20,2025-11-25
1695,Injury,Williams96,2025-11-26
1696,Trade,Miller55,2025-11-27
1697,Return,Martinez33,2025-11-28
1698,Release,Johnson71,2025-11-29
1699,Return,Miller46,2025-11-30
1700,Trade,Johnson94,2025-12-01
1701,Trade,Martinez23,2025-12-02
1702,Signing,Moore15,2025-12-03
1703,Injury,Johnson19,2025-12-04
1704,Trade,Martinez95,2025-12-05
1705,Activation,Anderson82,2025-12-06
1706,Suspension,Martinez22,2025-12-07
1707,Suspension,Williams13,2025-12-08
