player_id,name,position,jersey,yards
197,Miller197,S,71,1746
198,Garcia198,RB,65,2850
199,Jones199,RB,35,2659
200,Williams200,LB,68,2690
201,Smith201,WR,33,2642
202,Wilson202,DL,65,1533
203,Hernandez203,TE,66,3213
204,Taylor204,TE,93,1878
205,Martinez205,TE,96,3892
206,Davis206,QB,11,2176
207,Taylor207,TE,85,1735
208,Wilson208,DL,9,2107
209,Martinez209,WR,19,3234
210,Garcia210,CB,42,1656
211,Hernandez211,QB,50,1032
212,Thomas212,CB,24,3250
213,Johnson213,RB,34,768
214,Rodriguez214,OL,7,866
215,Anderson215,RB,94,1114
216,Smith216,LB,93,3821
217,Lopez217,OL,84,2925
218,Smith218,S,68,1191
219,Jackson219,DL,21,3411
220,Jones220,RB,14,2288
221,Anderson221,CB,50,1938
222,Taylor222,OL,76,3231
223,Miller223,LB,81,3745
224,Jones224,CB,52,1002
225,Johnson225,RB,70,292
226,Johnson226,OL,94,2875
227,Lopez227,S,68,555
228,Martinez228,DL,71,1125
229,Jackson229,QB,82,2616
230,Rodriguez230,S,78,474
231,Rodriguez231,OL,5,1276
232,Miller232,TE,1,1486
233,Williams233,CB,61,3165
234,Davis234,WR,77,3788
235,Martinez235,DL,16,2510
236,Lopez236,S,45,2344
237,Martin237,DL,41,1027
238,Garcia238,CB,60,2203
239,Johnson239,LB,5,3704
240,Martin240,S,99,3997
241,Martinez241,QB,39,591
242,Miller242,S,30,3490
243,Moore243,LB,49,3942
244,Garcia244,WR,76,154
245,Lopez245,QB,73,1080
246,Brown246,CB,60,2977
247,Wilson247,S,86,3874
248,Taylor248,WR,21,363
249,Gonzalez249,DL,93,643
250,Thomas250,WR,49,819
251,Smith251,DL,47,1518
252,Garcia252,RB,43,1627
253,Hernandez253,WR,16,938
254,Gonzalez254,DL,37,3539
255,Davis255,LB,5,3426
256,Thomas256,S,81,1843
257,Jones257,OL,62,1956
258,Miller258,DL,29,3443
259,Anderson259,RB,11,2047
260,Smith260,RB,70,2642
261,Hernandez261,RB,84,3254
262,Hernandez262,OL,83,527
263,Martin263,QB,39,3825
264,Williams264,CB,31,1800
265,Williams265,RB,21,3964
266,Miller266,CB,64,2354
267,Smith267,LB,87,534
268,Smith268,LB,3,3323
269,Moore269,S,56,2154
270,Wilson270,WR,31,2349
271,Williams271,DL,11,1738
272,Martinez272,QB,85,3863
273,Gonzalez273,TE,46,2371
274,Smith274,OL,35,804
275,Brown275,WR,65,526
276,Rodriguez276,TE,19,980
277,Smith277,DL,38,3891
278,Anderson278,CB,36,366
279,Miller279,CB,73,870
280,Thomas280,S,66,331
281,Johnson281,QB,32,2778
282,Thomas282,WR,18,3324
283,Taylor283,TE,4,2677
284,Martinez284,OL,19,85
285,Thomas285,OL,35,2368
286,Jones286,OL,2,2653
287,Jackson287,WR,86,1143
288,Davis288,TE,84,2588
289,Garcia289,RB,10,2089
290,Lopez290,OL,70,3559
291,Anderson291,CB,88,1184
292,Jones292,LB,86,2809
293,Jones293,LB,18,315
294,Thomas294,DL,60,2527
295,Rodriguez295,CB,49,2452
296,Garcia296,LB,28,1077
297,Lopez297,TE,27,3522
298,Davis298,DL,60,1371
299,Gonzalez299,LB,10,3998
300,Miller300,DL,19,2009
301,Martin301,CB,9,2934
302,Thomas302,CB,14,3166
303,Jones303,LB,28,2908
304,Hernandez304,CB,77,2770
305,Anderson305,OL,4,2493
306,Garcia306,S,73,1865
307,Wilson307,S,86,1286
308,Wilson308,RB,33,775
309,Anderson309,LB,76,3898
310,Rodriguez310,WR,74,3834
311,Brown311,LB,20,282
312,Martin312,TE,5,996
313,Thomas313,OL,69,2509
314,Johnson314,DL,46,2015
315,Wilson315,CB,61,1471
316,Moore316,WR,90,3349
317,Garcia317,LB,46,2105
318,Rodriguez318,RB,92,850
319,Martin319,WR,55,2532
320,Garcia320,LB,75,2355
321,Jones321,S,67,75
322,Brown322,DL,54,3057
323,Jackson323,OL,10,87
324,Martin324,WR,47,1098
325,Wilson325,QB,67,3561
326,Anderson326,DL,90,1883
327,Hernandez327,TE,79,2178
328,Brown328,QB,19,3948
329,Garcia329,S,93,678
330,Lopez330,CB,50,2021
331,Jackson331,LB,36,3564
332,Williams332,DL,13,3390
333,Miller333,QB,45,3567
334,Jackson334,TE,30,217
335,Martinez335,WR,75,283
336,Hernandez336,LB,97,2072
337,Moore337,OL,16,82
338,Gonzalez338,CB,16,1928
339,Moore339,RB,29,2992
340,Taylor340,WR,40,347
341,Jackson341,WR,59,68
342,Williams342,OL,68,1358
343,Smith343,S,12,630
344,Miller344,LB,49,3215
345,Johnson345,OL,44,302
346,Gonzalez346,S,99,3059
347,Taylor347,S,5,1966
348,Taylor348,QB,88,1520
349,Garcia349,RB,40,907
350,Miller350,TE,90,1501
351,Miller351,LB,12,1789
352,Davis352,TE,16,2074
353,Gonzalez353,S,20,1946
354,Smith354,RB,74,1024
355,Hernandez355,CB,84,2221
356,Jackson356,DL,24,8
357,Hernandez357,LB,61,2826
358,Gonzalez358,WR,39,724
359,Martinez359,CB,90,1110
360,Davis360,S,37,386
361,Smith361,TE,35,3113
362,Gonzalez362,TE,28,2493
363,Rodriguez363,QB,2,1946
364,Lopez364,CB,96,613
365,Rodriguez365,WR,98,1157
366,Smith366,LB,11,1107
367,Moore367,WR,31,591
368,Martinez368,S,55,86
369,Anderson369,RB,63,2056
370,Gonzalez370,RB,15,1226
371,Garcia371,OL,37,1819
372,Gonzalez372,DL,69,3155
373,Johnson373,QB,87,1943
374,Smith374,WR,33,3528
375,Wilson375,RB,89,3612
376,Lopez376,CB,46,3712
377,Martin377,S,31,3917
378,Williams378,OL,54,568
379,Jones379,QB,45,1600
380,Thomas380,QB,93,3304
381,Miller381,OL,86,2602
382,Brown382,OL,22,690
383,Thomas383,S,68,2295
384,Gonzalez384,LB,92,1243
385,Miller385,DL,20,2763
386,Gonzalez386,TE,61,2357
387,Williams387,TE,67,160
388,Smith388,S,30,3501
389,Brown389,LB,63,1696
390,Jackson390,LB,73,1430
391,Rodriguez391,WR,10,82
392,Williams392,LB,20,1333
393,Hernandez393,QB,14,2156
394,Jones394,DL,95,937
395,Moore395,RB,88,2965
396,Davis396,WR,39,3089
397,Moore397,S,85,187
398,Jones398,S,67,348
399,Williams399,QB,82,1951
400,Anderson400,WR,86,1763
401,Garcia401,QB,31,3800
402,Lopez402,OL,12,303
403,Hernandez403,LB,91,2491
404,Hernandez404,DL,32,1549
405,Wilson405,TE,90,2410
406,Martinez406,DL,4,2970
407,Rodriguez407,WR,49,3746
408,Gonzalez408,QB,99,2699
409,Davis409,TE,14,75
410,Davis410,CB,5,745
411,Wilson411,LB,95,3199
412,Martin412,CB,56,2655
413,Thomas413,OL,57,2278
414,Garcia414,QB,41,3151
415,Jackson415,DL,97,2253
416,Lopez416,CB,36,2311
417,Miller417,LB,2,713
418,Moore418,S,4,3741
419,Martinez419,RB,73,1372
420,Gonzalez420,RB,63,2033
421,Martin421,DL,40,3417
422,Lopez422,WR,77,42
423,Anderson423,QB,7,3862
424,Gonzalez424,LB,77,3898
425,Anderson425,RB,37,1530
426,Taylor426,RB,64,372
427,Jackson427,DL,77,1720
428,Hernandez428,DL,95,1940
429,Taylor429,OL,24,2548
430,Johnson430,RB,4,1774
431,Miller431,OL,2,3493
432,Gonzalez432,S,55,1034
433,Taylor433,OL,76,2292
434,Garcia434,QB,74,1356
435,Smith435,QB,60,30
436,Thomas436,S,96,1174
437,Garcia437,TE,82,46
438,Anderson438,RB,37,1728
439,Williams439,TE,30,2984
440,Davis440,RB,72,1122
441,Lopez441,TE,98,3342
442,Anderson442,LB,72,109
443,Garcia443,TE,80,2637
444,Jackson444,WR,86,1030
445,Garcia445,DL,50,191
446,Taylor446,RB,14,1505
447,Moore447,QB,4,3666
448,Miller448,WR,18,1491
449,Taylor449,LB,97,3804
450,Smith450,LB,12,1429
451,Jackson451,CB,2,3919
452,Taylor452,OL,50,222
453,Brown453,DL,48,2576
454,Rodriguez454,S,29,3262
455,Wilson455,LB,23,2955
456,Smith456,WR,53,1850
457,Davis457,DL,80,1750
458,Rodriguez458,RB,45,412
459,Martin459,TE,5,3713
460,Lopez460,QB,64,1268
461,Gonzalez461,LB,70,3408
462,Lopez462,CB,23,2988
463,Brown463,RB,20,1558
464,Brown464,WR,28,3088
465,Martin465,OL,18,2759
466,Hernandez466,TE,60,156
467,Johnson467,LB,99,3876
468,Rodriguez468,WR,86,320
469,Smith469,LB,6,3758
470,Davis470,S,61,995
471,Smith471,LB,1,2402
472,Garcia472,QB,36,1096
473,Taylor473,TE,22,3580
474,Martinez474,OL,27,687
475,Gonzalez475,LB,68,868
476,Jones476,OL,21,3259
477,Rodriguez477,RB,6,2773
478,Martin478,DL,38,1970
479,Davis479,CB,81,3335
480,Moore480,LB,73,1584
481,Lopez481,S,16,438
482,Garcia482,S,79,3326
483,Martinez483,WR,40,1518
484,Smith484,S,44,1229
485,Wilson485,QB,91,520
486,Lopez486,DL,83,736
487,Jackson487,QB,38,473
488,Brown488,OL,34,293
489,Martin489,LB,94,1400
490,Lopez490,LB,60,2254
491,Jones491,TE,92,757
492,Jones492,S,95,2602
493,Taylor493,S,39,144
494,Davis494,RB,49,3428
495,Lopez495,OL,74,1113
496,Williams496,DL,28,2018
497,Martinez497,QB,70,2812
498,Martin498,CB,30,3703
499,Johnson499,DL,13,497
500,Thomas500,S,64,1671
