fan_id,name,service_type,arrival_time
54,Fan54,Merchandise,09:13:30
55,Fan55,Ticket Purchase,09:13:45
56,Fan56,Merchandise,09:14:00
57,Fan57,Info Desk,09:14:15
58,Fan58,Will Call,09:14:30
59,Fan59,Ticket Purchase,09:14:45
60,Fan60,Will Call,09:15:00
61,Fan61,Info Desk,09:15:15
62,Fan62,Ticket Purchase,09:15:30
63,Fan63,Info Desk,09:15:45
64,Fan64,Will Call,09:16:00
65,Fan65,Ticket Purchase,09:16:15
66,Fan66,Info Desk,09:16:30
67,Fan67,Info Desk,09:16:45
68,Fan68,Ticket Purchase,09:17:00
69,Fan69,Ticket Purchase,09:17:15
70,Fan70,Merchandise,09:17:30
71,Fan71,Info Desk,09:17:45
72,Fan72,Ticket Purchase,09:18:00
73,Fan73,Will Call,09:18:15
74,Fan74,Merchandise,09:18:30
75,Fan75,Will Call,09:18:45
76,Fan76,Will Call,09:19:00
77,Fan77,Info Desk,09:19:15
78,Fan78,Ticket Purchase,09:19:30
79,Fan79,Merchandise,09:19:45
80,Fan80,Info Desk,09:20:00
81,Fan81,Merchandise,09:20:15
82,Fan82,Info Desk,09:20:30
83,Fan83,Ticket Purchase,09:20:45
84,Fan84,Ticket Purchase,09:21:00
85,Fan85,Will Call,09:21:15
86,Fan86,Merchandise,09:21:30
87,Fan87,Will Call,09:21:45
88,Fan88,Merchandise,09:22:00
89,Fan89,Ticket Purchase,09:22:15
90,Fan90,Info Desk,09:22:30
91,Fan91,Merchandise,09:22:45
92,Fan92,Will Call,09:23:00
93,Fan93,Info Desk,09:23:15
94,Fan94,Info Desk,09:23:30
95,Fan95,Merchandise,09:23:45
96,Fan96,Will Call,09:24:00
97,Fan97,Info Desk,09:24:15
98,Fan98,Merchandise,09:24:30
99,Fan99,Merchandise,09:24:45
100,Fan100,Will Call,09:25:00
101,Fan101,Merchandise,09:25:15
102,Fan102,Ticket Purchase,09:25:30
103,Fan103,Merchandise,09:25:45
104,Fan104,Will Call,09:26:00
105,Fan105,Will Call,09:26:15
106,Fan106,Info Desk,09:26:30
107,Fan107,Ticket Purchase,09:26:45
108,Fan108,Will Call,09:27:00
109,Fan109,Merchandise,09:27:15
110,Fan110,Merchandise,09:27:30
111,Fan111,Merchandise,09:27:45
112,Fan112,Merchandise,09:28:00
113,Fan113,Will Call,09:28:15
114,Fan114,Ticket Purchase,09:28:30
115,Fan115,Ticket Purchase,09:28:45
116,Fan116,Will Call,09:29:00
117,Fan117,Info Desk,09:29:15
118,Fan118,Merchandise,09:29:30
119,Fan119,Info Desk,09:29:45
120,Fan120,Merchandise,09:30:00
121,Fan121,Ticket Purchase,09:30:15
122,Fan122,Merchandise,09:30:30
123,Fan123,Ticket Purchase,09:30:45
124,Fan124,Info Desk,09:31:00
125,Fan125,Ticket Purchase,09:31:15
126,Fan126,Merchandise,09:31:30
127,Fan127,Will Call,09:31:45
128,Fan128,Ticket Purchase,09:32:00
129,Fan129,Ticket Purchase,09:32:15
130,Fan130,Will Call,09:32:30
131,Fan131,Info Desk,09:32:45
132,Fan132,Ticket Purchase,09:33:00
133,Fan133,Ticket Purchase,09:33:15
134,Fan134,Info Desk,09:33:30
135,Fan135,Will Call,09:33:45
136,Fan136,Ticket Purchase,09:34:00
137,Fan137,Merchandise,09:34:15
138,Fan138,Merchandise,09:34:30
139,Fan139,Ticket Purchase,09:34:45
140,Fan140,Will Call,09:35:00
141,Fan141,Ticket Purchase,09:35:15
142,Fan142,Info Desk,09:35:30
143,Fan143,Info Desk,09:35:45
144,Fan144,Ticket Purchase,09:36:00
145,Fan145,Will Call,09:36:15
146,Fan146,Merchandise,09:36:30
147,Fan147,Merchandise,09:36:45
148,Fan148,Info Desk,09:37:00
149,Fan149,Merchandise,09:37:15
150,Fan150,Merchandise,09:37:30
151,Fan151,Info Desk,09:37:45
152,Fan152,Ticket Purchase,09:38:00
153,Fan153,Info Desk,09:38:15
154,Fan154,Will Call,09:38:30
155,Fan155,Ticket Purchase,09:38:45
156,Fan156,Info Desk,09:39:00
157,Fan157,Info Desk,09:39:15
158,Fan158,Ticket Purchase,09:39:30
159,Fan159,Will Call,09:39:45
160,Fan160,Will Call,09:40:00
161,Fan161,Info Desk,09:40:15
162,Fan162,Merchandise,09:40:30
163,Fan163,Info Desk,09:40:45
164,Fan164,Ticket Purchase,09:41:00
165,Fan165,Ticket Purchase,09:41:15
166,Fan166,Will Call,09:41:30
167,Fan167,Will Call,09:41:45
168,Fan168,Info Desk,09:42:00
169,Fan169,Merchandise,09:42:15
170,Fan170,Merchandise,09:42:30
171,Fan171,Ticket Purchase,09:42:45
172,Fan172,Merchandise,09:43:00
173,Fan173,Ticket Purchase,09:43:15
174,Fan174,Merchandise,09:43:30
175,Fan175,Ticket Purchase,09:43:45
176,Fan176,Ticket Purchase,09:44:00
177,Fan177,Ticket Purchase,09:44:15
178,Fan178,Ticket Purchase,09:44:30
179,Fan179,Merchandise,09:44:45
180,Fan180,Ticket Purchase,09:45:00
181,Fan181,Ticket Purchase,09:45:15
182,Fan182,Info Desk,09:45:30
183,Fan183,Ticket Purchase,09:45:45
184,Fan184,Ticket Purchase,09:46:00
185,Fan185,Ticket Purchase,09:46:15
186,Fan186,Ticket Purchase,09:46:30
187,Fan187,Will Call,09:46:45
188,Fan188,Ticket Purchase,09:47:00
189,Fan189,Info Desk,09:47:15
190,Fan190,Info Desk,09:47:30
191,Fan191,Info Desk,09:47:45
192,Fan192,Ticket Purchase,09:48:00
193,Fan193,Will Call,09:48:15
194,Fan194,Info Desk,09:48:30
195,Fan195,Ticket Purchase,09:48:45
196,Fan196,Will Call,09:49:00
197,Fan197,Merchandise,09:49:15
198,Fan198,Ticket Purchase,09:49:30
199,Fan199,Merchandise,09:49:45
200,Fan200,Merchandise,09:50:00
201,Fan201,Will Call,09:50:15
202,Fan202,Ticket Purchase,09:50:30
203,Fan203,Ticket Purchase,09:50:45
204,Fan204,Merchandise,09:51:00
205,Fan205,Info Desk,09:51:15
206,Fan206,Merchandise,09:51:30
207,Fan207,Info Desk,09:51:45
208,Fan208,Info Desk,09:52:00
209,Fan209,Will Call,09:52:15
210,Fan210,Ticket Purchase,09:52:30
211,Fan211,Merchandise,09:52:45
212,Fan212,Will Call,09:53:00
213,Fan213,Will Call,09:53:15
214,Fan214,Info Desk,09:53:30
215,Fan215,Ticket Purchase,09:53:45
216,Fan216,Will Call,09:54:00
217,Fan217,Merchandise,09:54:15
218,Fan218,Info Desk,09:54:30
219,Fan219,Merchandise,09:54:45
220,Fan220,Will Call,09:55:00
221,Fan221,Merchandise,09:55:15
222,Fan222,Info Desk,09:55:30
223,Fan223,Will Call,09:55:45
224,Fan224,Merchandise,09:56:00
225,Fan225,Merchandise,09:56:15
226,Fan226,Info Desk,09:56:30
227,Fan227,Merchandise,09:56:45
228,Fan228,Will Call,09:57:00
229,Fan229,Info Desk,09:57:15
230,Fan230,Merchandise,09:57:30
231,Fan231,Ticket Purchase,09:57:45
232,Fan232,Will Call,09:58:00
233,Fan233,Ticket Purchase,09:58:15
234,Fan234,Ticket Purchase,09:58:30
235,Fan235,Info Desk,09:58:45
236,Fan236,Info Desk,09:59:00
237,Fan237,Info Desk,09:59:15
238,Fan238,Will Call,09:59:30
239,Fan239,Info Desk,09:59:45
240,Fan240,Merchandise,10:00:00
241,Fan241,Ticket Purchase,10:00:15
242,Fan242,Merchandise,10:00:30
243,Fan243,Merchandise,10:00:45
244,Fan244,Merchandise,10:01:00
245,Fan245,Info Desk,10:01:15
246,Fan246,Ticket Purchase,10:01:30
247,Fan247,Info Desk,10:01:45
248,Fan248,Will Call,10:02:00
249,Fan249,Merchandise,10:02:15
250,Fan250,Ticket Purchase,10:02:30
251,Fan251,Will Call,10:02:45
252,Fan252,Will Call,10:03:00
253,Fan253,Will Call,10:03:15
254,Fan254,Merchandise,10:03:30
255,Fan255,Info Desk,10:03:45
256,Fan256,Info Desk,10:04:00
257,Fan257,Info Desk,10:04:15
258,Fan258,Will Call,10:04:30
259,Fan259,Info Desk,10:04:45
260,Fan260,Info Desk,10:05:00
261,Fan261,Info Desk,10:05:15
262,Fan262,Info Desk,10:05:30
263,Fan263,Merchandise,10:05:45
264,Fan264,Ticket Purchase,10:06:00
265,Fan265,Info Desk,10:06:15
266,Fan266,Info Desk,10:06:30
267,Fan267,Ticket Purchase,10:06:45
268,Fan268,Info Desk,10:07:00
269,Fan269,Will Call,10:07:15
270,Fan270,Info Desk,10:07:30
271,Fan271,Merchandise,10:07:45
272,Fan272,Ticket Purchase,10:08:00
273,Fan273,Info Desk,10:08:15
274,Fan274,Will Call,10:08:30
275,Fan275,Will Call,10:08:45
276,Fan276,Will Call,10:09:00
277,Fan277,Will Call,10:09:15
278,Fan278,Ticket Purchase,10:09:30
279,Fan279,Will Call,10:09:45
280,Fan280,Info Desk,10:10:00
281,Fan281,Ticket Purchase,10:10:15
282,Fan282,Info Desk,10:10:30
283,Fan283,Will Call,10:10:45
284,Fan284,Will Call,10:11:00
285,Fan285,Merchandise,10:11:15
286,Fan286,Info Desk,10:11:30
287,Fan287,Info Desk,10:11:45
288,Fan288,Ticket Purchase,10:12:00
289,Fan289,Ticket Purchase,10:12:15
290,Fan290,Will Call,10:12:30
291,Fan291,Ticket Purchase,10:12:45
292,Fan292,Ticket Purchase,10:13:00
293,Fan293,Ticket Purchase,10:13:15
294,Fan294,Ticket Purchase,10:13:30
295,Fan295,Merchandise,10:13:45
296,Fan296,Merchandise,10:14:00
297,Fan297,Ticket Purchase,10:14:15
298,Fan298,Ticket Purchase,10:14:30
299,Fan299,Ticket Purchase,10:14:45
300,Fan300,Will Call,10:15:00
301,Fan301,Ticket Purchase,10:15:15
302,Fan302,Info Desk,10:15:30
303,Fan303,Info Desk,10:15:45
304,Fan304,Merchandise,10:16:00
305,Fan305,Info Desk,10:16:15
306,Fan306,Info Desk,10:16:30
307,Fan307,Merchandise,10:16:45
308,Fan308,Will Call,10:17:00
309,Fan309,Merchandise,10:17:15
310,Fan310,Info Desk,10:17:30
311,Fan311,Info Desk,10:17:45
312,Fan312,Merchandise,10:18:00
313,Fan313,Will Call,10:18:15
314,Fan314,Info Desk,10:18:30
315,Fan315,Info Desk,10:18:45
316,Fan316,Info Desk,10:19:00
317,Fan317,Info Desk,10:19:15
318,Fan318,Will Call,10:19:30
319,Fan319,Info Desk,10:19:45
320,Fan320,Ticket Purchase,10:20:00
321,Fan321,Will Call,10:20:15
322,Fan322,Info Desk,10:20:30
323,Fan323,Will Call,10:20:45
324,Fan324,Info Desk,10:21:00
325,Fan325,Merchandise,10:21:15
326,Fan326,Ticket Purchase,10:21:30
327,Fan327,Ticket Purchase,10:21:45
328,Fan328,Ticket Purchase,10:22:00
329,Fan329,Merchandise,10:22:15
330,Fan330,Merchandise,10:22:30
331,Fan331,Merchandise,10:22:45
332,Fan332,Ticket Purchase,10:23:00
333,Fan333,Merchandise,10:23:15
334,Fan334,Will Call,10:23:30
335,Fan335,Merchandise,10:23:45
336,Fan336,Merchandise,10:24:00
337,Fan337,Ticket Purchase,10:24:15
338,Fan338,Merchandise,10:24:30
339,Fan339,Will Call,10:24:45
340,Fan340,Will Call,10:25:00
341,Fan341,Info Desk,10:25:15
342,Fan342,Will Call,10:25:30
343,Fan343,Ticket Purchase,10:25:45
344,Fan344,Ticket Purchase,10:26:00
345,Fan345,Will Call,10:26:15
346,Fan346,Will Call,10:26:30
347,Fan347,Will Call,10:26:45
348,Fan348,Merchandise,10:27:00
349,Fan349,Info Desk,10:27:15
350,Fan350,Will Call,10:27:30
351,Fan351,Will Call,10:27:45
352,Fan352,Merchandise,10:28:00
353,Fan353,Info Desk,10:28:15
354,Fan354,Merchandise,10:28:30
355,Fan355,Merchandise,10:28:45
356,Fan356,Merchandise,10:29:00
357,Fan357,Merchandise,10:29:15
358,Fan358,Info Desk,10:29:30
359,Fan359,Ticket Purchase,10:29:45
360,Fan360,Will Call,10:30:00
361,Fan361,Merchandise,10:30:15
362,Fan362,Merchandise,10:30:30
363,Fan363,Ticket Purchase,10:30:45
364,Fan364,Will Call,10:31:00
365,Fan365,Merchandise,10:31:15
366,Fan366,Will Call,10:31:30
367,Fan367,Merchandise,10:31:45
368,Fan368,Will Call,10:32:00
369,Fan369,Merchandise,10:32:15
370,Fan370,Ticket Purchase,10:32:30
371,Fan371,Info Desk,10:32:45
372,Fan372,Ticket Purchase,10:33:00
373,Fan373,Info Desk,10:33:15
374,Fan374,Info Desk,10:33:30
375,Fan375,Merchandise,10:33:45
376,Fan376,Ticket Purchase,10:34:00
377,Fan377,Ticket Purchase,10:34:15
378,Fan378,Will Call,10:34:30
379,Fan379,Ticket Purchase,10:34:45
380,Fan380,Info Desk,10:35:00
381,Fan381,Info Desk,10:35:15
382,Fan382,Merchandise,10:35:30
383,Fan383,Ticket Purchase,10:35:45
384,Fan384,Will Call,10:36:00
385,Fan385,Merchandise,10:36:15
386,Fan386,Merchandise,10:36:30
387,Fan387,Will Call,10:36:45
388,Fan388,Info Desk,10:37:00
389,Fan389,Will Call,10:37:15
390,Fan390,Merchandise,10:37:30
391,Fan391,Merchandise,10:37:45
392,Fan392,Info Desk,10:38:00
393,Fan393,Info Desk,10:38:15
394,Fan394,Merchandise,10:38:30
395,Fan395,Will Call,10:38:45
396,Fan396,Ticket Purchase,10:39:00
397,Fan397,Will Call,10:39:15
398,Fan398,Ticket Purchase,10:39:30
399,Fan399,Info Desk,10:39:45
400,Fan400,Info Desk,10:40:00
401,Fan401,Ticket Purchase,10:40:15
402,Fan402,Ticket Purchase,10:40:30
403,Fan403,Will Call,10:40:45
404,Fan404,Ticket Purchase,10:41:00
405,Fan405,Info Desk,10:41:15
406,Fan406,Merchandise,10:41:30
407,Fan407,Will Call,10:41:45
408,Fan408,Info Desk,10:42:00
409,Fan409,Will Call,10:42:15
410,Fan410,Info Desk,10:42:30
411,Fan411,Info Desk,10:42:45
412,Fan412,Will Call,10:43:00
413,Fan413,Info Desk,10:43:15
414,Fan414,Info Desk,10:43:30
415,Fan415,Info Desk,10:43:45
416,Fan416,Will Call,10:44:00
417,Fan417,Will Call,10:44:15
418,Fan418,Ticket Purchase,10:44:30
419,Fan419,Will Call,10:44:45
420,Fan420,Ticket Purchase,10:45:00
421,Fan421,Merchandise,10:45:15
422,Fan422,Ticket Purchase,10:45:30
423,Fan423,Info Desk,10:45:45
424,Fan424,Info Desk,10:46:00
425,Fan425,Will Call,10:46:15
426,Fan426,Will Call,10:46:30
427,Fan427,Will Call,10:46:45
428,Fan428,Info Desk,10:47:00
429,Fan429,Merchandise,10:47:15
430,Fan430,Merchandise,10:47:30
431,Fan431,Info Desk,10:47:45
432,Fan432,Info Desk,10:48:00
433,Fan433,Info Desk,10:48:15
434,Fan434,Ticket Purchase,10:48:30
435,Fan435,Ticket Purchase,10:48:45
436,Fan436,Will Call,10:49:00
437,Fan437,Ticket Purchase,10:49:15
438,Fan438,Will Call,10:49:30
439,Fan439,Will Call,10:49:45
440,Fan440,Will Call,10:50:00
441,Fan441,Ticket Purchase,10:50:15
442,Fan442,Will Call,10:50:30
443,Fan443,Merchandise,10:50:45
444,Fan444,Info Desk,10:51:00
445,Fan445,Info Desk,10:51:15
446,Fan446,Info Desk,10:51:30
447,Fan447,Will Call,10:51:45
448,Fan448,Ticket Purchase,10:52:00
449,Fan449,Will Call,10:52:15
450,Fan450,Ticket Purchase,10:52:30
451,Fan451,Ticket Purchase,10:52:45
452,Fan452,Merchandise,10:53:00
453,Fan453,Info Desk,10:53:15
454,Fan454,Will Call,10:53:30
455,Fan455,Info Desk,10:53:45
456,Fan456,Info Desk,10:54:00
457,Fan457,Will Call,10:54:15
458,Fan458,Will Call,10:54:30
459,Fan459,Will Call,10:54:45
460,Fan460,Info Desk,10:55:00
461,Fan461,Ticket Purchase,10:55:15
462,Fan462,Will Call,10:55:30
463,Fan463,Will Call,10:55:45
464,Fan464,Info Desk,10:56:00
465,Fan465,Info Desk,10:56:15
466,Fan466,Info Desk,10:56:30
467,Fan467,Info Desk,10:56:45
468,Fan468,Info Desk,10:57:00
469,Fan469,Info Desk,10:57:15
470,Fan470,Merchandise,10:57:30
471,Fan471,Info Desk,10:57:45
472,Fan472,Merchandise,10:58:00
473,Fan473,Merchandise,10:58:15
474,Fan474,Ticket Purchase,10:58:30
475,Fan475,Ticket Purchase,10:58:45
476,Fan476,Ticket Purchase,10:59:00
477,Fan477,Will Call,10:59:15
478,Fan478,Will Call,10:59:30
479,Fan479,Ticket Purchase,10:59:45
480,Fan480,Will Call,11:00:00
481,Fan481,Merchandise,11:00:15
482,Fan482,Merchandise,11:00:30
483,Fan483,Merchandise,11:00:45
484,Fan484,Merchandise,11:01:00
485,Fan485,Info Desk,11:01:15
486,Fan486,Merchandise,11:01:30
487,Fan487,Merchandise,11:01:45
488,Fan488,Will Call,11:02:00
489,Fan489,Info Desk,11:02:15
490,Fan490,Info Desk,11:02:30
491,Fan491,Merchandise,11:02:45
492,Fan492,Ticket Purchase,11:03:00
493,Fan493,Ticket Purchase,11:03:15
494,Fan494,Will Call,11:03:30
495,Fan495,Ticket Purchase,11:03:45
496,Fan496,Ticket Purchase,11:04:00
497,Fan497,Will Call,11:04:15
498,Fan498,Ticket Purchase,11:04:30
499,Fan499,Merchandise,11:04:45
500,Fan500,Merchandise,11:05:00
501,Fan501,Info Desk,11:05:15
502,Fan502,Info Desk,11:05:30
503,Fan503,Info Desk,11:05:45
504,Fan504,Ticket Purchase,11:06:00
505,Fan505,Merchandise,11:06:15
506,Fan506,Ticket Purchase,11:06:30
507,Fan507,Ticket Purchase,11:06:45
508,Fan508,Ticket Purchase,11:07:00
509,Fan509,Will Call,11:07:15
510,Fan510,Info Desk,11:07:30
511,Fan511,Merchandise,11:07:45
512,Fan512,Will Call,11:08:00
513,Fan513,Merchandise,11:08:15
514,Fan514,Merchandise,11:08:30
515,Fan515,Info Desk,11:08:45
516,Fan516,Merchandise,11:09:00
517,Fan517,Will Call,11:09:15
518,Fan518,Ticket Purchase,11:09:30
519,Fan519,Merchandise,11:09:45
520,Fan520,Info Desk,11:10:00
521,Fan521,Will Call,11:10:15
522,Fan522,Ticket Purchase,11:10:30
523,Fan523,Merchandise,11:10:45
524,Fan524,Will Call,11:11:00
525,Fan525,Merchandise,11:11:15
526,Fan526,Ticket Purchase,11:11:30
527,Fan527,Ticket Purchase,11:11:45
528,Fan528,Will Call,11:12:00
529,Fan529,Info Desk,11:12:15
530,Fan530,Ticket Purchase,11:12:30
531,Fan531,Merchandise,11:12:45
532,Fan532,Info Desk,11:13:00
533,Fan533,Will Call,11:13:15
534,Fan534,Info Desk,11:13:30
535,Fan535,Ticket Purchase,11:13:45
536,Fan536,Will Call,11:14:00
537,Fan537,Ticket Purchase,11:14:15
538,Fan538,Ticket Purchase,11:14:30
539,Fan539,Info Desk,11:14:45
540,Fan540,Info Desk,11:15:00
541,Fan541,Info Desk,11:15:15
542,Fan542,Will Call,11:15:30
543,Fan543,Ticket Purchase,11:15:45
544,Fan544,Will Call,11:16:00
545,Fan545,Will Call,11:16:15
546,Fan546,Will Call,11:16:30
547,Fan547,Will Call,11:16:45
548,Fan548,Merchandise,11:17:00
549,Fan549,Merchandise,11:17:15
550,Fan550,Merchandise,11:17:30
551,Fan551,Info Desk,11:17:45
552,Fan552,Info Desk,11:18:00
553,Fan553,Ticket Purchase,11:18:15
554,Fan554,Ticket Purchase,11:18:30
555,Fan555,Will Call,11:18:45
556,Fan556,Will Call,11:19:00
557,Fan557,Will Call,11:19:15
558,Fan558,Info Desk,11:19:30
559,Fan559,Ticket Purchase,11:19:45
560,Fan560,Will Call,11:20:00
561,Fan561,Ticket Purchase,11:20:15
562,Fan562,Merchandise,11:20:30
563,Fan563,Merchandise,11:20:45
564,Fan564,Info Desk,11:21:00
565,Fan565,Will Call,11:21:15
566,Fan566,Ticket Purchase,11:21:30
567,Fan567,Will Call,11:21:45
568,Fan568,Info Desk,11:22:00
569,Fan569,Will Call,11:22:15
570,Fan570,Info Desk,11:22:30
571,Fan571,Merchandise,11:22:45
572,Fan572,Will Call,11:23:00
573,Fan573,Merchandise,11:23:15
574,Fan574,Merchandise,11:23:30
575,Fan575,Merchandise,11:23:45
576,Fan576,Ticket Purchase,11:24:00
577,Fan577,Will Call,11:24:15
578,Fan578,Info Desk,11:24:30
579,Fan579,Merchandise,11:24:45
580,Fan580,Info Desk,11:25:00
581,Fan581,Will Call,11:25:15
582,Fan582,Will Call,11:25:30
583,Fan583,Info Desk,11:25:45
584,Fan584,Will Call,11:26:00
585,Fan585,Will Call,11:26:15
586,Fan586,Info Desk,11:26:30
587,Fan587,Will Call,11:26:45
588,Fan588,Info Desk,11:27:00
589,Fan589,Will Call,11:27:15
590,Fan590,Merchandise,11:27:30
591,Fan591,Merchandise,11:27:45
592,Fan592,Ticket Purchase,11:28:00
593,Fan593,Ticket Purchase,11:28:15
594,Fan594,Info Desk,11:28:30
595,Fan595,Will Call,11:28:45
596,Fan596,Will Call,11:29:00
597,Fan597,Merchandise,11:29:15
598,Fan598,Ticket Purchase,11:29:30
599,Fan599,Info Desk,11:29:45
600,Fan600,Will Call,11:30:00
601,Fan601,Info Desk,11:30:15
602,Fan602,Will Call,11:30:30
603,Fan603,Merchandise,11:30:45
604,Fan604,Info Desk,11:31:00
605,Fan605,Ticket Purchase,11:31:15
606,Fan606,Merchandise,11:31:30
607,Fan607,Info Desk,11:31:45
608,Fan608,Will Call,11:32:00
609,Fan609,Will Call,11:32:15
610,Fan610,Will Call,11:32:30
611,Fan611,Will Call,11:32:45
612,Fan612,Will Call,11:33:00
613,Fan613,Will Call,11:33:15
614,Fan614,Merchandise,11:33:30
615,Fan615,Will Call,11:33:45
616,Fan616,Will Call,11:34:00
617,Fan617,Will Call,11:34:15
618,Fan618,Info Desk,11:34:30
619,Fan619,Info Desk,11:34:45
620,Fan620,Ticket Purchase,11:35:00
621,Fan621,Info Desk,11:35:15
622,Fan622,Will Call,11:35:30
623,Fan623,Ticket Purchase,11:35:45
624,Fan624,Will Call,11:36:00
625,Fan625,Merchandise,11:36:15
626,Fan626,Merchandise,11:36:30
627,Fan627,Merchandise,11:36:45
628,Fan628,Ticket Purchase,11:37:00
629,Fan629,Merchandise,11:37:15
630,Fan630,Merchandise,11:37:30
631,Fan631,Will Call,11:37:45
632,Fan632,Merchandise,11:38:00
633,Fan633,Merchandise,11:38:15
634,Fan634,Ticket Purchase,11:38:30
635,Fan635,Will Call,11:38:45
636,Fan636,Will Call,11:39:00
637,Fan637,Ticket Purchase,11:39:15
638,Fan638,Merchandise,11:39:30
639,Fan639,Ticket Purchase,11:39:45
640,Fan640,Merchandise,11:40:00
641,Fan641,Ticket Purchase,11:40:15
642,Fan642,Will Call,11:40:30
643,Fan643,Info Desk,11:40:45
644,Fan644,Info Desk,11:41:00
645,Fan645,Merchandise,11:41:15
646,Fan646,Ticket Purchase,11:41:30
647,Fan647,Will Call,11:41:45
648,Fan648,Merchandise,11:42:00
649,Fan649,Will Call,11:42:15
650,Fan650,Info Desk,11:42:30
651,Fan651,Info Desk,11:42:45
652,Fan652,Will Call,11:43:00
653,Fan653,Ticket Purchase,11:43:15
654,Fan654,Will Call,11:43:30
655,Fan655,Merchandise,11:43:45
656,Fan656,Ticket Purchase,11:44:00
657,Fan657,Info Desk,11:44:15
658,Fan658,Will Call,11:44:30
659,Fan659,Merchandise,11:44:45
660,Fan660,Merchandise,11:45:00
661,Fan661,Info Desk,11:45:15
662,Fan662,Will Call,11:45:30
663,Fan663,Info Desk,11:45:45
664,Fan664,Will Call,11:46:00
665,Fan665,Merchandise,11:46:15
666,Fan666,Merchandise,11:46:30
667,Fan667,Ticket Purchase,11:46:45
668,Fan668,Ticket Purchase,11:47:00
669,Fan669,Info Desk,11:47:15
670,Fan670,Ticket Purchase,11:47:30
671,Fan671,Ticket Purchase,11:47:45
672,Fan672,Info Desk,11:48:00
673,Fan673,Merchandise,11:48:15
674,Fan674,Will Call,11:48:30
675,Fan675,Info Desk,11:48:45
676,Fan676,Merchandise,11:49:00
677,Fan677,Will Call,11:49:15
678,Fan678,Info Desk,11:49:30
679,Fan679,Ticket Purchase,11:49:45
680,Fan680,Info Desk,11:50:00
681,Fan681,Merchandise,11:50:15
682,Fan682,Will Call,11:50:30
683,Fan683,Ticket Purchase,11:50:45
684,Fan684,Ticket Purchase,11:51:00
685,Fan685,Merchandise,11:51:15
686,Fan686,Will Call,11:51:30
687,Fan687,Info Desk,11:51:45
688,Fan688,Info Desk,11:52:00
689,Fan689,Merchandise,11:52:15
690,Fan690,Ticket Purchase,11:52:30
691,Fan691,Will Call,11:52:45
692,Fan692,Info Desk,11:53:00
693,Fan693,Merchandise,11:53:15
694,Fan694,Merchandise,11:53:30
695,Fan695,Will Call,11:53:45
696,Fan696,Info Desk,11:54:00
697,Fan697,Merchandise,11:54:15
698,Fan698,Will Call,11:54:30
699,Fan699,Merchandise,11:54:45
700,Fan700,Info Desk,11:55:00
701,Fan701,Ticket Purchase,11:55:15
702,Fan702,Ticket Purchase,11:55:30
703,Fan703,Info Desk,11:55:45
704,Fan704,Will Call,11:56:00
705,Fan705,Merchandise,11:56:15
706,Fan706,Merchandise,11:56:30
707,Fan707,Will Call,11:56:45
708,Fan708,Ticket Purchase,11:57:00
709,Fan709,Merchandise,11:57:15
710,Fan710,Will Call,11:57:30
711,Fan711,Info Desk,11:57:45
712,Fan712,Merchandise,11:58:00
713,Fan713,Will Call,11:58:15
714,Fan714,Merchandise,11:58:30
715,Fan715,Ticket Purchase,11:58:45
716,Fan716,Merchandise,11:59:00
717,Fan717,Ticket Purchase,11:59:15
